"CDR_ID","CALLING_MSISDN","CALLED_MSISDN","CALL_START_TIME","CALL_END_TIME","CALL_DURATION_SECONDS","CALL_TYPE","CELL_ID","IMSI","IMEI","CALL_CHARGE"
6620,"+251754231893","+251746926637",30-MAY-25 03.16.37.856970000 PM,30-MAY-25 03.18.52.856970000 PM,135,"National","CELL0620","IMSI000000713866013","IMEI000000859882751",1.35
6621,"+251767334110","+251788090166",17-JAN-26 08.14.49.045880000 AM,17-JAN-26 08.26.14.045880000 AM,685,"National","CELL0621","IMSI000000481179017","IMEI000000062113840",6.85
6622,"+251767334110","+251737384220",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.29.51.000000000 AM,1791,"International","CELL0622","IMSI000000795173357","IMEI000000757803834",89.55
6623,"+251767334110","+251757198775",16-JAN-26 06.17.40.421467000 PM,16-JAN-26 06.29.28.421467000 PM,708,"National","CELL0623","IMSI000000731957485","IMEI000000598210567",7.08
6624,"+251767334110","+251784034715",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.21.22.000000000 AM,1282,"Roaming","CELL0624","IMSI000000015752245","IMEI000000125513408",38.46
6625,"+251767334110","+25179699567.",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.22.07.000000000 AM,1327,"International","CELL0625","IMSI000000602585078","IMEI000000153925607",66.35
6626,"+251767334110","+251762393020",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.06.58.000000000 AM,418,"National","CELL0626","IMSI000000657827087","IMEI000000104400253",4.18
6627,"+251767334110","+251761663526",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.42.23.000000000 AM,2543,"Roaming","CELL0627","IMSI000000727246558","IMEI000000773668012",76.29
6628,"+251767334110","+251708359167",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.48.07.000000000 AM,2887,"National","CELL0628","IMSI000000999216783","IMEI000000689861978",28.87
6629,"+251767334110","+251766722714",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.27.25.000000000 AM,1645,"Local","CELL0629","IMSI000000761688292","IMEI000000168285312",8.23
6630,"+251767334110","+251776813961",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.27.48.000000000 AM,1668,"Local","CELL0630","IMSI000000648512922","IMEI000000405381646",8.34
6631,"+251767334110","+251755456524",24-JAN-26 07.31.01.786640000 AM,24-JAN-26 08.30.47.786640000 AM,3586,"National","CELL0631","IMSI000000063994525","IMEI000000740887288",35.86
6632,"+251767334110","+251779884485",12-JAN-26 08.09.49.996764000 AM,12-JAN-26 08.45.35.996764000 AM,2146,"National","CELL0632","IMSI000000656905909","IMEI000000105287305",21.46
6633,"+251767334110","+251774051748",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.10.08.000000000 AM,608,"National","CELL0633","IMSI000000068604700","IMEI000000540514557",6.08
6634,"+25177609256.","+251724717461",23-FEB-24 03.55.40.986706000 PM,23-FEB-24 04.50.41.986706000 PM,3301,"Local","CELL0634","IMSI000000127325644","IMEI000000387035519",16.51
6635,"+25177609256.","+251747053838",15-FEB-24 06.00.34.954664000 AM,15-FEB-24 06.14.25.954664000 AM,831,"Roaming","CELL0635","IMSI000000806363013","IMEI000000251219312",24.93
6636,"+25177609256.","+251735350377",21-MAY-24 05.30.35.115564000 AM,21-MAY-24 06.06.20.115564000 AM,2145,"National","CELL0636","IMSI000000428144332","IMEI000000044532697",21.45
6637,"+25177609256.","+251747348911",03-MAY-24 07.55.18.047672000 AM,03-MAY-24 08.34.42.047672000 AM,2364,"Local","CELL0637","IMSI000000113106799","IMEI000000443656809",11.82
6638,"+25177609256.","+25176659850.",12-MAR-24 06.13.05.702426000 PM,12-MAR-24 06.48.37.702426000 PM,2132,"Local","CELL0638","IMSI000000935072040","IMEI000000973408487",10.66
6639,"+25177609256.","+251786587048",05-MAY-24 05.59.31.768710000 AM,05-MAY-24 06.13.30.768710000 AM,839,"Local","CELL0639","IMSI000000936953504","IMEI000000924811873",4.2
6640,"+25177609256.","+251779030982",10-MAR-24 05.50.48.373829000 PM,10-MAR-24 05.55.19.373829000 PM,271,"Local","CELL0640","IMSI000000391075520","IMEI000000532098776",1.36
6641,"+25177609256.","+251714567890",13-APR-24 03.59.41.246230000 PM,13-APR-24 04.47.31.246230000 PM,2870,"National","CELL0641","IMSI000000844083424","IMEI000000035162722",28.7
6642,"+25177609256.","+251708735686",05-JUN-24 06.20.19.417969000 AM,05-JUN-24 06.44.31.417969000 AM,1452,"Local","CELL0642","IMSI000000375041479","IMEI000000045299461",7.26
6643,"+25177609256.","+251740227886",25-APR-24 10.06.17.679147000 PM,25-APR-24 10.14.32.679147000 PM,495,"Roaming","CELL0643","IMSI000000033369062","IMEI000000718435232",14.85
6644,"+25177609256.","+251772391057",19-JUN-24 12.00.46.207609000 PM,19-JUN-24 12.37.44.207609000 PM,2218,"Local","CELL0644","IMSI000000550716272","IMEI000000791809156",11.09
6645,"+25177609256.","+251786882797",16-MAR-24 06.19.15.799503000 AM,16-MAR-24 06.58.52.799503000 AM,2377,"Roaming","CELL0645","IMSI000000146131540","IMEI000000499923453",71.31
6646,"+25177609256.","+251705978358",29-APR-24 06.32.15.232104000 AM,29-APR-24 06.54.54.232104000 AM,1359,"Roaming","CELL0646","IMSI000000598169943","IMEI000000123588874",40.77
6647,"+25177609256.","+25179155025.",30-APR-24 10.58.13.523359000 AM,30-APR-24 11.16.31.523359000 AM,1098,"International","CELL0647","IMSI000000151277498","IMEI000000139337474",54.9
6648,"+25177609256.","+251743544278",05-MAR-24 06.56.05.897931000 PM,05-MAR-24 07.40.35.897931000 PM,2670,"National","CELL0648","IMSI000000841839257","IMEI000000942177136",26.7
6649,"+251786929017","+251721376161",04-AUG-23 06.14.43.791913000 PM,04-AUG-23 07.12.31.791913000 PM,3468,"Local","CELL0649","IMSI000000243107399","IMEI000000431326096",17.34
6650,"+251786929017","+251714179268",31-AUG-23 01.00.21.381157000 AM,31-AUG-23 01.52.59.381157000 AM,3158,"Local","CELL0650","IMSI000000298776183","IMEI000000504680426",15.79
6651,"+251786929017","+251754125062",30-AUG-23 06.47.40.306605000 PM,30-AUG-23 06.54.10.306605000 PM,390,"International","CELL0651","IMSI000000525597717","IMEI000000160270652",19.5
6652,"+251786929017","+251725513956",13-OCT-23 09.51.07.672834000 AM,13-OCT-23 10.19.04.672834000 AM,1677,"National","CELL0652","IMSI000000205578306","IMEI000000665808615",16.77
6653,"+251786929017","+251714960050",03-OCT-23 03.40.21.878885000 PM,03-OCT-23 04.16.08.878885000 PM,2147,"Roaming","CELL0653","IMSI000000786106062","IMEI000000517033473",64.41
6654,"+251786929017","+251737284405",02-NOV-23 09.02.48.977229000 PM,02-NOV-23 09.24.45.977229000 PM,1317,"Local","CELL0654","IMSI000000049849019","IMEI000000620269437",6.59
6655,"+251795319731","+251724398057",23-JUL-24 06.19.05.055660000 PM,23-JUL-24 07.08.29.055660000 PM,2964,"National","CELL0655","IMSI000000251513121","IMEI000000038289724",29.64
6656,"+251795319731","+251771998127",09-JUL-24 11.20.00.982357000 PM,09-JUL-24 11.44.48.982357000 PM,1488,"Local","CELL0656","IMSI000000037009682","IMEI000000683742485",7.44
6657,"+251795319731","+251706281657",16-SEP-24 04.45.08.830125000 AM,16-SEP-24 04.47.53.830125000 AM,165,"Local","CELL0657","IMSI000000935244396","IMEI000000907387438",0.83
6658,"+251795319731","+251758074371",24-JUN-24 11.18.16.561463000 AM,24-JUN-24 12.15.49.561463000 PM,3453,"Roaming","CELL0658","IMSI000000959143814","IMEI000000357949926",103.59
6659,"+251795319731","+25171235990.",05-AUG-24 07.48.51.333480000 PM,05-AUG-24 07.55.16.333480000 PM,385,"National","CELL0659","IMSI000000598698539","IMEI000000770941997",3.85
6660,"+251795319731","+25176888691.",24-AUG-24 09.02.11.634173000 AM,24-AUG-24 09.51.47.634173000 AM,2976,"International","CELL0660","IMSI000000405580003","IMEI000000672924445",148.8
6661,"+251795319731","+251708044701",15-SEP-24 03.32.18.454733000 AM,15-SEP-24 03.44.31.454733000 AM,733,"National","CELL0661","IMSI000000791405271","IMEI000000147607430",7.33
6662,"+251795319731","+251788227329",18-JUL-24 06.57.43.302434000 AM,18-JUL-24 07.24.43.302434000 AM,1620,"International","CELL0662","IMSI000000121678536","IMEI000000865963996",81
6663,"+251795319731","+251771950292",24-JUN-24 09.28.46.551074000 AM,24-JUN-24 09.47.44.551074000 AM,1138,"Roaming","CELL0663","IMSI000000748694905","IMEI000000132282205",34.14
6664,"+251795319731","+251777819931",08-OCT-24 02.26.42.049504000 PM,08-OCT-24 03.07.12.049504000 PM,2430,"National","CELL0664","IMSI000000984972299","IMEI000000319916710",24.3
6665,"+251795319731","+251799077692",07-SEP-24 10.49.56.240578000 PM,07-SEP-24 11.14.47.240578000 PM,1491,"Roaming","CELL0665","IMSI000000239425849","IMEI000000019039190",44.73
6666,"+251795319731","+251732024471",08-OCT-24 03.37.11.851889000 PM,08-OCT-24 03.55.56.851889000 PM,1125,"Local","CELL0666","IMSI000000394916293","IMEI000000457617365",5.63
6667,"+251795319731","+251786782249",01-OCT-24 10.04.57.904174000 PM,01-OCT-24 10.16.15.904174000 PM,678,"National","CELL0667","IMSI000000738213349","IMEI000000065190384",6.78
6668,"+251795319731","+251759351695",15-SEP-24 01.01.08.355015000 AM,15-SEP-24 01.31.40.355015000 AM,1832,"Local","CELL0668","IMSI000000134558226","IMEI000000036016926",9.16
6669,"+251795319731","+251742664382",10-OCT-24 09.27.16.378040000 PM,10-OCT-24 10.14.49.378040000 PM,2853,"National","CELL0669","IMSI000000499532703","IMEI000000387491484",28.53
6670,"+251735562027","+251707667120",17-OCT-25 05.27.12.792849000 PM,17-OCT-25 05.56.38.792849000 PM,1766,"National","CELL0670","IMSI000000405986211","IMEI000000833355713",17.66
6671,"+251735562027","+251713188201",02-SEP-25 01.21.00.356652000 AM,02-SEP-25 02.12.03.356652000 AM,3063,"National","CELL0671","IMSI000000880877820","IMEI000000759600887",30.63
6672,"+251735562027","+25177813002.",22-OCT-25 09.12.57.902818000 PM,22-OCT-25 10.00.24.902818000 PM,2847,"National","CELL0672","IMSI000000320920510","IMEI000000102592623",28.47
6673,"+251735562027","+251747833711",14-AUG-25 01.43.06.732981000 PM,14-AUG-25 02.12.34.732981000 PM,1768,"Roaming","CELL0673","IMSI000000506013260","IMEI000000005278434",53.04
6674,"+251735562027","+251745426890",15-NOV-25 08.35.15.986417000 AM,15-NOV-25 08.38.54.986417000 AM,219,"National","CELL0674","IMSI000000299291004","IMEI000000239244715",2.19
6675,"+251735562027","+251757020757",22-OCT-25 08.15.45.565624000 AM,22-OCT-25 08.29.42.565624000 AM,837,"Local","CELL0675","IMSI000000898756689","IMEI000000939210695",4.19
6676,"+251735562027","+251746820890",12-OCT-25 06.06.50.722844000 AM,12-OCT-25 06.40.37.722844000 AM,2027,"Roaming","CELL0676","IMSI000000079607359","IMEI000000443519575",60.81
6677,"+251735562027","+251792608704",28-AUG-25 04.48.23.114679000 PM,28-AUG-25 05.27.21.114679000 PM,2338,"Local","CELL0677","IMSI000000886905908","IMEI000000896946869",11.69
6678,"+251735562027","+251738539030",27-AUG-25 02.57.43.614437000 PM,27-AUG-25 03.12.22.614437000 PM,879,"Local","CELL0678","IMSI000000276994740","IMEI000000922356247",4.4
6679,"+251735562027","+251789095653",25-SEP-25 06.12.47.801796000 PM,25-SEP-25 06.17.01.801796000 PM,254,"Local","CELL0679","IMSI000000719150871","IMEI000000267486085",1.27
6680,"+251735562027","+251796350620",18-SEP-25 08.17.14.651523000 AM,18-SEP-25 08.57.48.651523000 AM,2434,"Local","CELL0680","IMSI000000933532769","IMEI000000481412956",12.17
6681,"+251741773998","+251778731944",24-MAY-23 05.02.48.536702000 PM,24-MAY-23 05.33.39.536702000 PM,1851,"National","CELL0681","IMSI000000856664517","IMEI000000848349815",18.51
6682,"+251741773998","+251754026091",08-AUG-23 06.20.43.365283000 PM,08-AUG-23 06.21.54.365283000 PM,71,"Local","CELL0682","IMSI000000116638755","IMEI000000023082784",0.36
6683,"+251741773998","+251764958772",28-AUG-23 05.19.20.035757000 AM,28-AUG-23 05.29.46.035757000 AM,626,"International","CELL0683","IMSI000000520946017","IMEI000000859403801",31.3
6684,"+251741773998","+251712383358",01-SEP-23 04.52.05.154943000 PM,01-SEP-23 05.31.42.154943000 PM,2377,"National","CELL0684","IMSI000000644886181","IMEI000000365921517",23.77
6685,"+251741773998","+251769082228",17-MAY-23 12.39.55.181344000 PM,17-MAY-23 01.29.44.181344000 PM,2989,"National","CELL0685","IMSI000000054758689","IMEI000000119791114",29.89
6686,"+251741773998","+251768097835",03-AUG-23 05.54.40.258195000 PM,03-AUG-23 06.39.40.258195000 PM,2700,"National","CELL0686","IMSI000000057507802","IMEI000000896579236",27
6687,"+251741773998","+251759969848",21-JUN-23 07.58.09.683953000 AM,21-JUN-23 08.55.17.683953000 AM,3428,"Local","CELL0687","IMSI000000432987291","IMEI000000932308368",17.14
6688,"+251741773998","+251765582872",16-JUL-23 02.24.04.128864000 PM,16-JUL-23 02.43.35.128864000 PM,1171,"Roaming","CELL0688","IMSI000000543625202","IMEI000000429841637",35.13
6689,"+251741773998","+251799580383",20-JUL-23 07.49.00.388946000 PM,20-JUL-23 08.23.54.388946000 PM,2094,"Local","CELL0689","IMSI000000050850473","IMEI000000117201172",10.47
6690,"+251758421486","+251775444426",04-OCT-23 04.55.57.487909000 AM,04-OCT-23 05.02.55.487909000 AM,418,"National","CELL0690","IMSI000000425226763","IMEI000000686344202",4.18
6691,"+251758421486","+251726599159",10-OCT-23 07.08.25.041913000 PM,10-OCT-23 07.58.41.041913000 PM,3016,"Local","CELL0691","IMSI000000145011724","IMEI000000390608557",15.08
6692,"+251758421486","+251714260397",09-DEC-23 08.16.02.160742000 AM,09-DEC-23 08.55.29.160742000 AM,2367,"Local","CELL0692","IMSI000000682682631","IMEI000000587460237",11.84
6693,"+251758421486","+251748090647",07-OCT-23 05.02.14.129323000 AM,07-OCT-23 05.31.20.129323000 AM,1746,"Roaming","CELL0693","IMSI000000706016285","IMEI000000621552675",52.38
6694,"+251758421486","+251785344364",12-OCT-23 04.55.05.345247000 AM,12-OCT-23 05.16.06.345247000 AM,1261,"Local","CELL0694","IMSI000000435847818","IMEI000000435251545",6.31
6695,"+251758421486","+251746662015",01-OCT-23 08.51.23.481480000 PM,01-OCT-23 09.24.28.481480000 PM,1985,"Local","CELL0695","IMSI000000657625622","IMEI000000243845562",9.93
6696,"+251758421486","+251798490891",02-DEC-23 01.40.28.130902000 AM,02-DEC-23 02.14.42.130902000 AM,2054,"Roaming","CELL0696","IMSI000000655032701","IMEI000000051093746",61.62
6697,"+251758421486","+251765230502",27-AUG-23 03.27.54.252015000 PM,27-AUG-23 03.37.04.252015000 PM,550,"Roaming","CELL0697","IMSI000000308262814","IMEI000000782239341",16.5
6698,"+251758421486","+251722702818",16-DEC-23 01.43.25.029559000 AM,16-DEC-23 02.27.04.029559000 AM,2619,"Local","CELL0698","IMSI000000876081421","IMEI000000397665165",13.1
6699,"+251758421486","+251758466331",10-SEP-23 12.04.02.569577000 PM,10-SEP-23 12.39.30.569577000 PM,2128,"Roaming","CELL0699","IMSI000000805068244","IMEI000000607609074",63.84
6700,"+251758421486","+251755346630",17-SEP-23 08.16.18.451262000 AM,17-SEP-23 09.11.43.451262000 AM,3325,"Local","CELL0700","IMSI000000996992691","IMEI000000696225475",16.63
6701,"+251758421486","+251744135352",28-NOV-23 08.41.08.311166000 PM,28-NOV-23 08.45.00.311166000 PM,232,"National","CELL0701","IMSI000000093864286","IMEI000000406252623",2.32
6702,"+251768475398","+25177609256.",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.52.50.000000000 AM,3170,"Roaming","CELL0702","IMSI000000269054642","IMEI000000920312852",95.1
6703,"+251768475398","+251793726462",03-DEC-25 02.58.52.861462000 PM,03-DEC-25 03.47.13.861462000 PM,2901,"Local","CELL0703","IMSI000000370419311","IMEI000000270385507",14.51
6704,"+251768475398","+251775034977",27-NOV-25 11.30.35.843923000 PM,28-NOV-25 12.26.24.843923000 AM,3349,"National","CELL0704","IMSI000000945710533","IMEI000000503604889",33.49
6705,"+251768475398","+251761685909",31-DEC-25 11.32.07.267120000 AM,31-DEC-25 11.47.06.267120000 AM,899,"National","CELL0705","IMSI000000316076097","IMEI000000146967317",8.99
6706,"+251768475398","+251756269363",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.05.55.000000000 AM,355,"Local","CELL0706","IMSI000000181732583","IMEI000000576246077",1.78
6707,"+251768475398","+251773495148",12-DEC-25 05.34.44.018719000 AM,12-DEC-25 05.49.00.018719000 AM,856,"Roaming","CELL0707","IMSI000000130469187","IMEI000000340100484",25.68
6708,"+251768475398","+251728112827",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.27.07.000000000 AM,1627,"Local","CELL0708","IMSI000000833482839","IMEI000000375041729",8.14
6709,"+251768475398","+251776959924",26-DEC-25 04.29.45.995915000 PM,26-DEC-25 05.05.40.995915000 PM,2155,"Roaming","CELL0709","IMSI000000151793773","IMEI000000634256734",64.65
6710,"+251768475398","+251742585435",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.29.02.000000000 AM,1742,"Local","CELL0710","IMSI000000022058039","IMEI000000443551728",8.71
6711,"+251768475398","+251738053936",23-NOV-25 09.40.33.481987000 AM,23-NOV-25 09.52.18.481987000 AM,705,"Local","CELL0711","IMSI000000115391614","IMEI000000896186956",3.53
6712,"+251774623506","+251777660184",20-JAN-23 04.49.27.372803000 PM,20-JAN-23 05.42.07.372803000 PM,3160,"Local","CELL0712","IMSI000000849530520","IMEI000000571865633",15.8
6713,"+251774623506","+251756462077",05-MAR-23 10.57.16.312956000 AM,05-MAR-23 11.07.47.312956000 AM,631,"National","CELL0713","IMSI000000614192600","IMEI000000167164823",6.31
6714,"+251774623506","+251772758565",22-FEB-23 10.46.21.357887000 PM,22-FEB-23 11.38.45.357887000 PM,3144,"Local","CELL0714","IMSI000000739318057","IMEI000000371212003",15.72
6715,"+251774623506","+251724789388",02-FEB-23 02.46.35.343522000 PM,02-FEB-23 03.43.20.343522000 PM,3405,"Local","CELL0715","IMSI000000597815111","IMEI000000185562682",17.03
6716,"+251774623506","+251775600301",21-MAR-23 12.28.22.604924000 AM,21-MAR-23 01.12.01.604924000 AM,2619,"Roaming","CELL0716","IMSI000000006192728","IMEI000000464801488",78.57
6717,"+251774623506","+251795118113",12-JAN-23 05.15.02.081155000 PM,12-JAN-23 06.13.57.081155000 PM,3535,"National","CELL0717","IMSI000000596159662","IMEI000000387992720",35.35
6718,"+251774623506","+251737461391",24-APR-23 12.37.48.669462000 PM,24-APR-23 01.06.33.669462000 PM,1725,"National","CELL0718","IMSI000000819292622","IMEI000000868157271",17.25
6719,"+251774623506","+251709697481",03-MAR-23 11.13.26.442780000 PM,03-MAR-23 11.29.30.442780000 PM,964,"National","CELL0719","IMSI000000389811038","IMEI000000771969391",9.64
6720,"+251774623506","+251794813306",25-MAR-23 05.26.55.669207000 PM,25-MAR-23 06.22.00.669207000 PM,3305,"National","CELL0720","IMSI000000215934792","IMEI000000202526270",33.05
6721,"+251774623506","+251767386299",09-APR-23 03.53.13.883883000 PM,09-APR-23 04.09.28.883883000 PM,975,"Local","CELL0721","IMSI000000842967541","IMEI000000994439021",4.88
6722,"+251774623506","+251719232029",26-JAN-23 10.53.01.823262000 PM,26-JAN-23 11.19.54.823262000 PM,1613,"National","CELL0722","IMSI000000280740293","IMEI000000426361443",16.13
6723,"+251774623506","+251772561780",28-APR-23 10.53.10.352210000 AM,28-APR-23 11.21.21.352210000 AM,1691,"National","CELL0723","IMSI000000544896355","IMEI000000688682390",16.91
6724,"+251774623506","+251761818968",13-MAR-23 07.54.54.971727000 AM,13-MAR-23 08.06.43.971727000 AM,709,"Roaming","CELL0724","IMSI000000818052487","IMEI000000793397354",21.27
6725,"+251774623506","+251748041417",09-FEB-23 11.44.42.141208000 PM,10-FEB-23 12.28.38.141208000 AM,2636,"Local","CELL0725","IMSI000000631718890","IMEI000000027842122",13.18
6726,"+251786981457","+251754512264",14-AUG-25 12.05.50.664970000 AM,14-AUG-25 12.29.12.664970000 AM,1402,"Local","CELL0726","IMSI000000280114471","IMEI000000186785148",7.01
6727,"+251786981457","+251752248990",30-JUL-25 11.43.33.084037000 PM,31-JUL-25 12.20.49.084037000 AM,2236,"National","CELL0727","IMSI000000666200764","IMEI000000108498622",22.36
6728,"+251786981457","+251793707144",21-AUG-25 06.48.38.767623000 PM,21-AUG-25 06.53.01.767623000 PM,263,"International","CELL0728","IMSI000000548310623","IMEI000000074276717",13.15
6729,"+251786981457","+251737284405",11-JUL-25 03.13.34.498046000 AM,11-JUL-25 04.00.12.498046000 AM,2798,"Local","CELL0729","IMSI000000945453753","IMEI000000039901729",13.99
6730,"+251786981457","+251752256474",05-JUN-25 06.27.52.083969000 AM,05-JUN-25 06.39.37.083969000 AM,705,"Roaming","CELL0730","IMSI000000111318650","IMEI000000835244804",21.15
6731,"+251786981457","+251799955051",10-MAY-25 01.20.26.687000000 AM,10-MAY-25 01.40.24.687000000 AM,1198,"Local","CELL0731","IMSI000000401543764","IMEI000000156652683",5.99
6732,"+251786981457","+25176224665.",11-MAY-25 09.16.51.210637000 PM,11-MAY-25 10.04.28.210637000 PM,2857,"Roaming","CELL0732","IMSI000000668801209","IMEI000000403831968",85.71
6733,"+251786981457","+251782772760",20-MAY-25 01.16.33.218756000 AM,20-MAY-25 01.50.29.218756000 AM,2036,"Local","CELL0733","IMSI000000208273190","IMEI000000147698445",10.18
6734,"+251786981457","+251788345187",14-MAY-25 10.03.52.812236000 PM,14-MAY-25 10.40.31.812236000 PM,2199,"National","CELL0734","IMSI000000625778142","IMEI000000362688904",21.99
6735,"+251786981457","+251749412737",30-APR-25 05.00.31.012969000 PM,30-APR-25 05.22.35.012969000 PM,1324,"Local","CELL0735","IMSI000000856386384","IMEI000000073245084",6.62
6736,"+251786981457","+251788535507",24-JUN-25 12.00.10.991089000 AM,24-JUN-25 12.57.58.991089000 AM,3468,"Local","CELL0736","IMSI000000475455990","IMEI000000167743719",17.34
6737,"+251786981457","+251739391442",28-APR-25 03.03.10.325671000 AM,28-APR-25 04.02.04.325671000 AM,3534,"National","CELL0737","IMSI000000747275469","IMEI000000765856367",35.34
6738,"+251786981457","+251776048195",07-MAY-25 12.03.11.021659000 AM,07-MAY-25 12.20.58.021659000 AM,1067,"Local","CELL0738","IMSI000000019835287","IMEI000000724300575",5.34
6739,"+251798830275","+251782188108",04-NOV-25 01.48.48.495669000 AM,04-NOV-25 02.25.13.495669000 AM,2185,"Local","CELL0739","IMSI000000822266986","IMEI000000090317830",10.93
6740,"+251798830275","+251789548886",25-JUL-25 07.37.44.924805000 PM,25-JUL-25 08.21.12.924805000 PM,2608,"National","CELL0740","IMSI000000401568258","IMEI000000512316893",26.08
6741,"+251798830275","+251747408852",26-OCT-25 02.33.30.155754000 AM,26-OCT-25 02.40.10.155754000 AM,400,"Roaming","CELL0741","IMSI000000402338136","IMEI000000081309239",12
6742,"+251798830275","+251755739087",06-NOV-25 04.10.51.625690000 AM,06-NOV-25 04.42.39.625690000 AM,1908,"International","CELL0742","IMSI000000756114651","IMEI000000089664240",95.4
6743,"+251798830275","+251761919026",06-SEP-25 06.29.21.132949000 AM,06-SEP-25 07.18.29.132949000 AM,2948,"Local","CELL0743","IMSI000000276077094","IMEI000000098054847",14.74
6744,"+251798830275","+251762033985",19-SEP-25 03.27.15.156769000 PM,19-SEP-25 04.06.53.156769000 PM,2378,"National","CELL0744","IMSI000000892117867","IMEI000000518495908",23.78
6745,"+251798830275","+251792765138",02-NOV-25 12.13.19.164507000 AM,02-NOV-25 12.34.21.164507000 AM,1262,"National","CELL0745","IMSI000000538054273","IMEI000000467283747",12.62
6746,"+251798830275","+251741987763",30-AUG-25 03.39.28.849991000 PM,30-AUG-25 04.04.57.849991000 PM,1529,"Roaming","CELL0746","IMSI000000376264869","IMEI000000178936505",45.87
6747,"+251798830275","+25179620472.",07-NOV-25 03.41.24.954062000 AM,07-NOV-25 04.26.37.954062000 AM,2713,"Local","CELL0747","IMSI000000042354000","IMEI000000008055333",13.57
6748,"+251798830275","+251746317495",22-NOV-25 01.01.46.031448000 PM,22-NOV-25 01.03.38.031448000 PM,112,"Roaming","CELL0748","IMSI000000234964241","IMEI000000767801533",3.36
6749,"+251798830275","+251736974778",19-NOV-25 08.40.13.848947000 PM,19-NOV-25 09.13.16.848947000 PM,1983,"International","CELL0749","IMSI000000806385148","IMEI000000816852424",99.15
6750,"+251798830275","+251782009042",11-SEP-25 10.11.30.639918000 AM,11-SEP-25 10.19.30.639918000 AM,480,"National","CELL0750","IMSI000000821658910","IMEI000000405015424",4.8
6751,"+251709346389","+251781132692",26-JAN-24 03.31.01.008958000 PM,26-JAN-24 03.53.44.008958000 PM,1363,"Roaming","CELL0751","IMSI000000612277519","IMEI000000478091071",40.89
6752,"+251709346389","+251748672132",15-FEB-24 02.53.06.318644000 AM,15-FEB-24 03.06.40.318644000 AM,814,"National","CELL0752","IMSI000000302491741","IMEI000000646162288",8.14
6753,"+251709346389","+251772279462",14-MAR-24 03.04.31.083707000 AM,14-MAR-24 03.09.11.083707000 AM,280,"National","CELL0753","IMSI000000609969781","IMEI000000623743857",2.8
6754,"+251709346389","+251746357112",22-FEB-24 12.45.28.589383000 PM,22-FEB-24 01.02.11.589383000 PM,1003,"Local","CELL0754","IMSI000000759145978","IMEI000000878482441",5.02
6755,"+251709346389","+251739544725",25-JAN-24 08.40.47.267783000 PM,25-JAN-24 09.40.47.267783000 PM,3600,"National","CELL0755","IMSI000000934696102","IMEI000000021142042",36
6756,"+251709346389","+251779073009",13-MAR-24 05.51.23.022495000 AM,13-MAR-24 06.05.04.022495000 AM,821,"National","CELL0756","IMSI000000034669689","IMEI000000288370374",8.21
6757,"+251709346389","+25175422742.",23-FEB-24 01.38.45.803684000 AM,23-FEB-24 02.08.37.803684000 AM,1792,"Local","CELL0757","IMSI000000131126590","IMEI000000461230326",8.96
6758,"+251709346389","+251772767384",25-DEC-23 04.06.30.765638000 PM,25-DEC-23 04.51.09.765638000 PM,2679,"Roaming","CELL0758","IMSI000000766692955","IMEI000000210965117",80.37
6759,"+251709346389","+251702606484",14-DEC-23 04.35.56.910123000 PM,14-DEC-23 05.35.47.910123000 PM,3591,"National","CELL0759","IMSI000000140165512","IMEI000000633638721",35.91
6760,"+251709346389","+251775712719",20-JAN-24 03.21.40.722654000 AM,20-JAN-24 03.35.42.722654000 AM,842,"Roaming","CELL0760","IMSI000000816155458","IMEI000000157709942",25.26
6761,"+251713106184","+251783567617",20-JAN-24 07.12.30.944650000 AM,20-JAN-24 07.49.48.944650000 AM,2238,"Local","CELL0761","IMSI000000175054286","IMEI000000568565713",11.19
6762,"+251713106184","+25179929645.",20-DEC-23 11.34.52.820208000 PM,20-DEC-23 11.53.45.820208000 PM,1133,"National","CELL0762","IMSI000000144310387","IMEI000000285496535",11.33
6763,"+251713106184","+251763926968",25-NOV-23 06.43.48.834305000 AM,25-NOV-23 07.19.41.834305000 AM,2153,"National","CELL0763","IMSI000000130522424","IMEI000000902417829",21.53
6764,"+251713106184","+251755289825",09-JAN-24 04.17.59.929419000 PM,09-JAN-24 05.14.14.929419000 PM,3375,"National","CELL0764","IMSI000000997370123","IMEI000000546871419",33.75
6765,"+251713106184","+251796697313",28-DEC-23 02.27.25.796336000 PM,28-DEC-23 02.42.39.796336000 PM,914,"Local","CELL0765","IMSI000000702448480","IMEI000000083644146",4.57
