TRANSACTION_ID,MSISDN,TRANSACTION_TYPE,TRANSACTION_AMOUNT,TRANSACTION_DATE,PAYMENT_METHOD,BALANCE_BEFORE,BALANCE_AFTER
29140,2.51776E+11,Top-up,204.74,14-Aug-25,Cash,1819.71,2024.45
29141,2.51776E+11,Adjustment,81.93,27-Aug-25,Bank Transfer,2024.45,2106.38
29142,2.51776E+11,Top-up,91.71,19-Sep-25,Cash,2106.38,2198.09
29143,2.51776E+11,Monthly Bill,56.05,12-Aug-25,Bank Transfer,2198.09,2142.04
29144,2.51776E+11,Top-up,256.09,17-Dec-25,Bank Transfer,2142.04,2398.13
29145,2.51776E+11,Top-up,291.14,1-Jul-25,Cash,2398.13,2689.27
29146,2.51776E+11,Top-up,84.26,26-Feb-25,Cash,2689.27,2773.53
29147,2.51776E+11,Top-up,456.6,25-Jan-25,Cash,2773.53,3230.13
29148,2.51776E+11,Top-up,10.69,7-Apr-25,Bank Transfer,3230.13,3240.82
29149,2.51776E+11,Top-up,136.64,17-Nov-24,Cash,3240.82,3377.46
29150,2.51776E+11,Top-up,346.1,3-May-25,Bank Transfer,3377.46,3723.56
29151,2.51776E+11,Top-up,312.74,12-Oct-25,M-PESA,3723.56,4036.3
29152,2.51776E+11,Top-up,106.86,23-Nov-24,Cash,4036.3,4143.16
29153,2.51776E+11,Top-up,260.91,26-Feb-25,Bank Transfer,4143.16,4404.07
29154,2.51776E+11,Monthly Bill,59.31,26-Jun-25,Cash,4404.07,4344.76
29155,2.51776E+11,Top-up,96.77,25-Jul-25,M-PESA,4344.76,4441.53
29156,2.51776E+11,Top-up,499.76,29-Dec-24,Cash,4441.53,4941.29
29157,2.51776E+11,Top-up,178.81,30-Oct-25,Cash,4941.29,5120.1
29158,2.51776E+11,Top-up,172.53,2-Jan-25,M-PESA,5120.1,5292.63
29159,2.51776E+11,Adjustment,85.84,4-Jan-25,M-PESA,5292.63,5378.47
29160,2.51776E+11,Top-up,498.6,5-Oct-25,Cash,5378.47,5877.07
29161,2.51784E+11,Top-up,360.59,18-Jun-25,Bank Transfer,141.92,502.51
29162,2.51784E+11,Top-up,212.88,13-Jan-26,Cash,502.51,715.39
29163,2.51784E+11,Top-up,231.19,20-Dec-25,Cash,715.39,946.58
29164,2.51784E+11,Top-up,88.47,5-Jul-25,Cash,946.58,1035.05
29165,2.51784E+11,Top-up,484.55,26-Aug-25,Cash,1035.05,1519.6
29166,2.51784E+11,Top-up,60.34,2-Jul-25,Cash,1519.6,1579.94
29167,2.51784E+11,Top-up,68.65,6-Apr-25,Bank Transfer,1579.94,1648.59
29168,2.51784E+11,Top-up,63.77,12-Feb-25,Cash,1648.59,1712.36
29169,2.51784E+11,Top-up,341.09,15-Apr-25,Cash,1712.36,2053.45
29170,2.51784E+11,Top-up,253.77,14-Apr-25,Cash,2053.45,2307.22
29171,2.51784E+11,Top-up,105.54,26-Sep-25,Bank Transfer,2307.22,2412.76
29172,2.51784E+11,Monthly Bill,42.63,22-Aug-25,Cash,2412.76,2370.13
29173,2.51784E+11,Top-up,211.9,23-Oct-25,Bank Transfer,2370.13,2582.03
29174,2.51784E+11,Top-up,281.57,17-Apr-25,Cash,2582.03,2863.6
29175,2.51784E+11,Top-up,491.48,2-Dec-25,Cash,2863.6,3355.08
29176,2.51784E+11,Top-up,52.72,10-Aug-25,M-PESA,3355.08,3407.8
29177,2.51784E+11,Adjustment,53.46,19-Mar-25,Cash,3407.8,3461.26
29178,2.51784E+11,Top-up,463.52,26-Dec-25,Cash,3461.26,3924.78
29179,2.51784E+11,Adjustment,7.84,28-Jul-25,Bank Transfer,3924.78,3932.62
29180,2.51784E+11,Top-up,175.44,11-Dec-25,M-PESA,3932.62,4108.06
29181,2.51784E+11,Top-up,225.81,20-Nov-25,Bank Transfer,4108.06,4333.87
29182,2.51784E+11,Top-up,466.76,1-Feb-25,Bank Transfer,4333.87,4800.63
29183,2.51784E+11,Top-up,374.78,27-Nov-25,M-PESA,4800.63,5175.41
29184,2.51784E+11,Top-up,58.79,11-Sep-25,Cash,5175.41,5234.2
29185,2.51784E+11,Top-up,435.72,2-Mar-25,M-PESA,5234.2,5669.92
29186,2.51784E+11,Monthly Bill,39.27,11-Sep-25,Cash,5669.92,5630.65
29187,2.51784E+11,Top-up,213.92,12-May-25,Bank Transfer,5630.65,5844.57
29188,2.51784E+11,Top-up,395.25,5-Apr-25,Cash,5844.57,6239.82
29189,2.51799E+11,Top-up,39.04,12-Sep-25,M-PESA,485.68,524.72
29190,2.51799E+11,Top-up,207.02,6-Nov-25,Cash,524.72,731.74
29191,2.51799E+11,Top-up,138.87,5-Jan-26,Cash,731.74,870.61
29192,2.51799E+11,Payment,46.15,6-Sep-25,Cash,870.61,824.46
29193,2.51799E+11,Top-up,193.78,29-Oct-25,Bank Transfer,824.46,1018.24
29194,2.51799E+11,Top-up,41.54,18-Dec-25,M-PESA,1018.24,1059.78
29195,2.51799E+11,Top-up,406.97,15-Nov-25,Cash,1059.78,1466.75
29196,2.51799E+11,Top-up,263.62,7-Dec-25,Cash,1466.75,1730.37
29197,2.51799E+11,Top-up,438.49,27-Dec-25,M-PESA,1730.37,2168.86
29198,2.51799E+11,Top-up,240.11,7-Sep-25,Cash,2168.86,2408.97
29199,2.51799E+11,Top-up,222.56,22-Sep-25,Bank Transfer,2408.97,2631.53
29200,2.51799E+11,Top-up,445.52,1-Oct-25,M-PESA,2631.53,3077.05
29201,2.51799E+11,Top-up,355.95,1-Oct-25,Cash,3077.05,3433
29202,2.51799E+11,Refund,80.06,22-Nov-25,Cash,3433,3513.06
29203,2.51799E+11,Top-up,430.01,21-Dec-25,M-PESA,3513.06,3943.07
29204,2.51799E+11,Top-up,214.96,7-Jan-26,Cash,3943.07,4158.03
29205,2.51799E+11,Top-up,36.65,29-Dec-25,M-PESA,4158.03,4194.68
29206,2.51799E+11,Top-up,277.66,18-Jan-26,Cash,4194.68,4472.34
29207,2.51799E+11,Top-up,466.7,1-Jan-26,M-PESA,4472.34,4939.04
29208,2.51799E+11,Top-up,361.58,23-Jan-26,Bank Transfer,4939.04,5300.62
29209,2.51799E+11,Top-up,107.06,17-Nov-25,Cash,5300.62,5407.68
29210,2.51799E+11,Top-up,17.93,17-Jan-26,Bank Transfer,5407.68,5425.61
29211,2.51799E+11,Top-up,57.86,30-Sep-25,M-PESA,5425.61,5483.47
29212,2.51799E+11,Top-up,227.39,29-Sep-25,Bank Transfer,5483.47,5710.86
29213,2.51799E+11,Top-up,182.44,27-Dec-25,Cash,5710.86,5893.3
29214,2.51799E+11,Top-up,440.24,2-Dec-25,Cash,5893.3,6333.54
29215,2.51799E+11,Top-up,368.55,21-Dec-25,M-PESA,6333.54,6702.09
29216,2.51703E+11,Adjustment,37.04,31-Oct-23,Bank Transfer,257.93,220.89
29217,2.51703E+11,Adjustment,29.33,21-Sep-24,M-PESA,220.89,191.56
29218,2.51703E+11,Payment,80.85,5-Mar-24,Cash,191.56,272.41
29219,2.51703E+11,Monthly Bill,195.72,25-Nov-23,Bank Transfer,272.41,76.69
29220,2.51703E+11,Payment,191.9,17-May-25,Cash,76.69,268.59
29221,2.51703E+11,Monthly Bill,114.14,14-Apr-24,Bank Transfer,268.59,154.45
29222,2.51703E+11,Payment,126.27,6-Dec-24,Cash,154.45,280.72
29223,2.51703E+11,Monthly Bill,105.62,11-Oct-23,M-PESA,280.72,175.1
29224,2.51703E+11,Payment,206.45,22-Aug-25,M-PESA,175.1,381.55
29225,2.51703E+11,Monthly Bill,115.16,10-Sep-24,M-PESA,381.55,266.39
29226,2.51703E+11,Payment,52.81,27-Mar-25,Bank Transfer,266.39,319.2
29227,2.51703E+11,Top-up,29.01,6-Oct-23,M-PESA,319.2,348.21
29228,2.51703E+11,Payment,120.6,21-Dec-23,Bank Transfer,348.21,468.81
29229,2.51703E+11,Adjustment,29.78,18-Jan-26,M-PESA,468.81,439.03
29230,2.51703E+11,Payment,222.05,1-Apr-24,Bank Transfer,439.03,661.08
29231,2.51703E+11,Monthly Bill,175.64,29-Jun-25,M-PESA,661.08,485.44
29232,2.51703E+11,Payment,181.1,18-Sep-25,M-PESA,485.44,666.54
29233,2.51703E+11,Monthly Bill,169.9,2-Feb-25,Bank Transfer,666.54,496.64
29234,2.51703E+11,Payment,149.34,13-Mar-24,Bank Transfer,496.64,645.98
29235,2.51703E+11,Monthly Bill,125.66,15-Dec-25,Bank Transfer,645.98,520.32
29236,2.51703E+11,Payment,96.68,18-Mar-25,Bank Transfer,520.32,617
29237,2.51703E+11,Monthly Bill,200.32,23-Apr-24,M-PESA,617,416.68
29238,2.51703E+11,Payment,102.89,17-Dec-25,Cash,416.68,519.57
29239,2.51703E+11,Monthly Bill,231.24,8-Dec-24,M-PESA,519.57,288.33
29240,2.51703E+11,Payment,257.25,30-Oct-24,Bank Transfer,288.33,545.58
29241,2.51703E+11,Monthly Bill,212.62,4-Jan-24,Bank Transfer,545.58,332.96
29242,2.51703E+11,Payment,136.58,15-Aug-25,Bank Transfer,332.96,469.54
29243,2.51703E+11,Monthly Bill,259.78,27-Nov-25,Cash,469.54,209.76
29244,2.51703E+11,Payment,245.41,15-Oct-25,Bank Transfer,209.76,455.17
29245,2.51703E+11,Monthly Bill,68,21-Dec-23,Bank Transfer,455.17,387.17
29246,2.51703E+11,Payment,143.11,17-Jun-25,M-PESA,387.17,530.28
29247,2.51703E+11,Monthly Bill,295.48,17-Mar-24,M-PESA,530.28,234.8
29248,2.51703E+11,Adjustment,52.66,5-Apr-24,M-PESA,234.8,182.14
29249,2.51713E+11,Payment,58.95,19-Nov-25,M-PESA,197.8,256.75
29250,2.51713E+11,Monthly Bill,98.2,5-Nov-25,M-PESA,256.75,158.55
29251,2.51713E+11,Payment,156.82,29-Jan-26,Cash,158.55,315.37
29252,2.51713E+11,Monthly Bill,188.1,30-Dec-25,Bank Transfer,315.37,127.27
29253,2.51713E+11,Payment,175.71,28-Sep-25,M-PESA,127.27,302.98
29254,2.51713E+11,Monthly Bill,211.89,4-Dec-25,M-PESA,302.98,91.09
29255,2.51713E+11,Adjustment,40.91,11-Nov-25,Bank Transfer,91.09,50.18
29256,2.51713E+11,Monthly Bill,151.98,12-Oct-25,Cash,50.18,-101.8
29257,2.51713E+11,Payment,186.07,24-Sep-25,Cash,-101.8,84.27
29258,2.51713E+11,Monthly Bill,232.3,2-Dec-25,Bank Transfer,84.27,-148.03
29259,2.51713E+11,Payment,50.37,16-Dec-25,M-PESA,-148.03,-97.66
29260,2.51713E+11,Monthly Bill,156.96,11-Jan-26,Bank Transfer,-97.66,-254.62
29261,2.51713E+11,Payment,196.39,28-Oct-25,Cash,-254.62,-58.23
29262,2.51713E+11,Monthly Bill,53.13,8-Nov-25,M-PESA,-58.23,-111.36
29263,2.51713E+11,Adjustment,16.58,5-Sep-25,Bank Transfer,-111.36,-127.94
29264,2.51713E+11,Monthly Bill,189.63,28-Sep-25,Cash,-127.94,-317.57
29265,2.51713E+11,Payment,116.89,21-Sep-25,Bank Transfer,-317.57,-200.68
29266,2.51713E+11,Monthly Bill,265.5,3-Dec-25,M-PESA,-200.68,-466.18
29267,2.51713E+11,Payment,113.21,31-Oct-25,Cash,-466.18,-352.97
29268,2.51713E+11,Monthly Bill,167.21,29-Oct-25,Bank Transfer,-352.97,-520.18
29269,2.51713E+11,Payment,237.91,11-Nov-25,Bank Transfer,-520.18,-282.27
29270,2.51713E+11,Monthly Bill,105.63,21-Dec-25,Cash,-282.27,-387.9
29271,2.51713E+11,Payment,261.94,25-Oct-25,M-PESA,-387.9,-125.96
29272,2.51713E+11,Refund,6.56,11-Dec-25,Cash,-125.96,-119.4
29273,2.51713E+11,Refund,42.62,3-Nov-25,Bank Transfer,-119.4,-76.78
29274,2.51713E+11,Monthly Bill,280.96,11-Jan-26,M-PESA,-76.78,-357.74
29275,2.51713E+11,Payment,178.87,4-Nov-25,M-PESA,-357.74,-178.87
29276,2.51713E+11,Monthly Bill,213.03,18-Nov-25,M-PESA,-178.87,-391.9
29277,2.51713E+11,Payment,266.17,27-Dec-25,M-PESA,-391.9,-125.73
29278,2.51713E+11,Monthly Bill,168.3,15-Sep-25,Bank Transfer,-125.73,-294.03
29279,2.51713E+11,Payment,147.4,20-Dec-25,Bank Transfer,-294.03,-146.63
29280,2.51713E+11,Monthly Bill,271.94,6-Sep-25,Bank Transfer,-146.63,-418.57
29281,2.51725E+11,Top-up,340.99,7-Oct-25,Cash,174.52,515.51
29282,2.51725E+11,Top-up,371.62,16-Dec-25,M-PESA,515.51,887.13
29283,2.51725E+11,Refund,40.95,9-Jan-26,Cash,887.13,928.08
29284,2.51725E+11,Top-up,225.19,15-Nov-25,Cash,928.08,1153.27
29285,2.51725E+11,Top-up,219.9,2-Oct-25,M-PESA,1153.27,1373.17
29286,2.51725E+11,Top-up,308.38,2-Jan-26,Cash,1373.17,1681.55
29287,2.51725E+11,Refund,10.42,22-Jan-26,M-PESA,1681.55,1691.97
29288,2.51725E+11,Top-up,445.89,24-Dec-25,Cash,1691.97,2137.86
29289,2.51725E+11,Top-up,64.84,9-Oct-25,Cash,2137.86,2202.7
29290,2.51725E+11,Top-up,220.77,26-Jan-26,Cash,2202.7,2423.47
29291,2.51725E+11,Monthly Bill,48.1,12-Jan-26,Cash,2423.47,2375.37
29292,2.51725E+11,Top-up,175.66,22-Sep-25,Bank Transfer,2375.37,2551.03
29293,2.51725E+11,Top-up,153.75,20-Jan-26,Cash,2551.03,2704.78
29294,2.51725E+11,Top-up,248.68,30-Nov-25,Bank Transfer,2704.78,2953.46
29295,2.51725E+11,Top-up,240.12,29-Dec-25,Cash,2953.46,3193.58
29296,2.51725E+11,Top-up,353.26,24-Dec-25,Cash,3193.58,3546.84
29297,2.51725E+11,Monthly Bill,67,18-Sep-25,Cash,3546.84,3479.84
29298,2.51725E+11,Top-up,187.85,28-Dec-25,Bank Transfer,3479.84,3667.69
29299,2.51725E+11,Refund,97.9,19-Oct-25,Cash,3667.69,3765.59
29300,2.51725E+11,Top-up,184.94,29-Sep-25,Cash,3765.59,3950.53
29301,2.51725E+11,Top-up,100.58,29-Nov-25,Cash,3950.53,4051.11
29302,2.51725E+11,Top-up,455.58,16-Oct-25,Cash,4051.11,4506.69
29303,2.51725E+11,Payment,32.57,14-Dec-25,Cash,4506.69,4474.12
29304,2.51725E+11,Top-up,97.5,28-Jan-26,M-PESA,4474.12,4571.62
29305,2.51725E+11,Top-up,250.11,23-Dec-25,Cash,4571.62,4821.73
29306,2.51725E+11,Top-up,122.31,15-Oct-25,Cash,4821.73,4944.04
29307,2.51725E+11,Top-up,311.29,25-Nov-25,Cash,4944.04,5255.33
29308,2.51725E+11,Top-up,22.92,30-Sep-25,Bank Transfer,5255.33,5278.25
29309,2.51725E+11,Top-up,475.91,19-Jan-26,Cash,5278.25,5754.16
29310,2.51725E+11,Refund,62.54,24-Jan-26,Bank Transfer,5754.16,5816.7
29311,2.51725E+11,Adjustment,5.58,22-Sep-25,Cash,5816.7,5822.28
29312,2.51725E+11,Top-up,166.57,10-Nov-25,Cash,5822.28,5988.85
29313,2.51725E+11,Top-up,446.1,3-Jan-26,Cash,5988.85,6434.95
29314,25173888281,Top-up,367.59,3-Dec-25,Cash,127.22,494.81
29315,25173888281,Top-up,256.01,1-Nov-25,M-PESA,494.81,750.82
29316,25173888281,Top-up,41.02,19-Aug-25,Cash,750.82,791.84
29317,25173888281,Top-up,61.03,19-Nov-25,Cash,791.84,852.87
29318,25173888281,Top-up,21.66,15-Sep-25,Cash,852.87,874.53
29319,25173888281,Top-up,463.54,26-Jan-26,M-PESA,874.53,1338.07
29320,25173888281,Top-up,83.62,24-Aug-25,M-PESA,1338.07,1421.69
29321,25173888281,Top-up,264.48,27-Dec-25,Cash,1421.69,1686.17
29322,25173888281,Top-up,350.79,25-Jun-25,Cash,1686.17,2036.96
29323,25173888281,Adjustment,50.38,26-Jan-26,Cash,2036.96,2087.34
29324,25173888281,Top-up,375.15,11-Jun-25,Bank Transfer,2087.34,2462.49
29325,25173888281,Top-up,376.27,9-Oct-25,Cash,2462.49,2838.76
29326,25173888281,Adjustment,80.9,21-Dec-25,Cash,2838.76,2919.66
29327,25173888281,Top-up,364.33,10-Oct-25,Cash,2919.66,3283.99
29328,25173888281,Top-up,63.64,24-Sep-25,Cash,3283.99,3347.63
29329,25173888281,Top-up,474.12,14-Oct-25,Cash,3347.63,3821.75
29330,25173888281,Top-up,215.99,7-Oct-25,Cash,3821.75,4037.74
29331,2.51742E+11,Top-up,25.67,15-Oct-24,Cash,260.63,286.3
29332,2.51742E+11,Top-up,303.27,19-Jan-24,Cash,286.3,589.57
29333,2.51742E+11,Top-up,447.3,22-Mar-24,Bank Transfer,589.57,1036.87
29334,2.51742E+11,Top-up,383.88,25-Oct-23,M-PESA,1036.87,1420.75
29335,2.51742E+11,Top-up,39.63,27-Dec-24,Cash,1420.75,1460.38
29336,2.51742E+11,Top-up,448.36,26-Oct-25,Cash,1460.38,1908.74
29337,2.51742E+11,Payment,42.76,20-Jul-25,Cash,1908.74,1865.98
29338,2.51742E+11,Top-up,352.15,24-May-25,M-PESA,1865.98,2218.13
29339,2.51742E+11,Refund,25.13,21-Jan-26,Cash,2218.13,2243.26
29340,2.51742E+11,Refund,36.69,11-Mar-25,Cash,2243.26,2279.95
29341,2.51742E+11,Top-up,162.7,2-Feb-24,M-PESA,2279.95,2442.65
29342,2.51742E+11,Monthly Bill,78.06,9-Nov-24,Cash,2442.65,2364.59
29343,2.51742E+11,Top-up,40.91,3-Mar-25,Cash,2364.59,2405.5
29344,2.51742E+11,Top-up,204.24,11-Nov-23,Bank Transfer,2405.5,2609.74
29345,2.51742E+11,Top-up,132.83,4-Jan-26,M-PESA,2609.74,2742.57
29346,2.51742E+11,Top-up,323.17,3-Nov-23,Cash,2742.57,3065.74
29347,2.51742E+11,Top-up,394.79,16-Jan-24,Cash,3065.74,3460.53
29348,2.51742E+11,Top-up,151.04,18-Nov-24,Cash,3460.53,3611.57
29349,2.51742E+11,Top-up,401.48,19-Jun-24,M-PESA,3611.57,4013.05
29350,2.51742E+11,Top-up,368.33,15-Jul-24,Cash,4013.05,4381.38
29351,2.51742E+11,Top-up,482.39,24-Aug-23,Bank Transfer,4381.38,4863.77
29352,2.51742E+11,Top-up,150.7,15-Sep-24,Cash,4863.77,5014.47
29353,2.51752E+11,Top-up,58.96,18-Sep-25,Cash,198.83,257.79
29354,2.51752E+11,Top-up,360.88,23-Oct-25,Bank Transfer,257.79,618.67
29355,2.51752E+11,Top-up,390.79,15-Jul-25,Bank Transfer,618.67,1009.46
29356,2.51752E+11,Payment,87.2,31-Aug-25,M-PESA,1009.46,922.26
29357,2.51752E+11,Top-up,72.57,14-Oct-25,Bank Transfer,922.26,994.83
29358,2.51752E+11,Top-up,115.22,29-Jan-26,Cash,994.83,1110.05
29359,2.51752E+11,Monthly Bill,55.19,26-Oct-25,Cash,1110.05,1054.86
29360,2.51752E+11,Top-up,320.43,4-Sep-25,Cash,1054.86,1375.29
29361,2.51752E+11,Payment,7.63,26-Jan-26,M-PESA,1375.29,1367.66
29362,2.51752E+11,Top-up,86.14,31-Dec-25,Cash,1367.66,1453.8
29363,2.51752E+11,Top-up,216.39,5-Jul-25,Cash,1453.8,1670.19
29364,2.51752E+11,Top-up,59.22,17-Jan-26,Cash,1670.19,1729.41
29365,2.51752E+11,Top-up,474.29,15-Sep-25,Bank Transfer,1729.41,2203.7
29366,2.51752E+11,Top-up,54.03,30-Jan-26,Bank Transfer,2203.7,2257.73
29367,2.51752E+11,Top-up,16.18,18-Jul-25,Cash,2257.73,2273.91
29368,2.51752E+11,Top-up,379.57,26-Nov-25,Cash,2273.91,2653.48
29369,2.51752E+11,Top-up,256.18,16-Oct-25,Cash,2653.48,2909.66
29370,2.51752E+11,Top-up,454.91,26-Jul-25,Bank Transfer,2909.66,3364.57
29371,2.51752E+11,Top-up,81.05,19-Dec-25,Cash,3364.57,3445.62
29372,2.51765E+11,Top-up,375.38,4-Jun-25,Cash,245.53,620.91
29373,2.51765E+11,Top-up,138.8,19-Jun-25,Cash,620.91,759.71
29374,2.51765E+11,Payment,8.9,2-Oct-25,M-PESA,759.71,750.81
29375,2.51765E+11,Top-up,455.7,12-Aug-25,Bank Transfer,750.81,1206.51
29376,2.51765E+11,Top-up,462.57,27-Jul-25,Cash,1206.51,1669.08
29377,2.51765E+11,Top-up,14.13,3-Feb-25,M-PESA,1669.08,1683.21
29378,2.51765E+11,Top-up,55.34,15-Mar-25,Bank Transfer,1683.21,1738.55
29379,2.51765E+11,Top-up,232.68,4-Jun-25,Cash,1738.55,1971.23
29380,2.51765E+11,Top-up,213.82,21-Nov-25,Bank Transfer,1971.23,2185.05
29381,2.51765E+11,Top-up,223.38,13-Jan-26,Cash,2185.05,2408.43
29382,2.51765E+11,Top-up,377.39,12-Jun-25,Bank Transfer,2408.43,2785.82
29383,2.51765E+11,Top-up,27.45,12-May-25,Cash,2785.82,2813.27
29384,2.51765E+11,Top-up,160.31,28-Aug-25,Cash,2813.27,2973.58
29385,2.51765E+11,Top-up,439.55,22-Oct-25,Cash,2973.58,3413.13
29386,2.51765E+11,Top-up,332.95,3-Jun-25,Bank Transfer,3413.13,3746.08
29387,2.51765E+11,Top-up,333.41,9-Aug-25,M-PESA,3746.08,4079.49
29388,2.51765E+11,Top-up,276.3,9-Jan-26,Cash,4079.49,4355.79
29389,2.51765E+11,Top-up,443.32,12-Jan-26,Cash,4355.79,4799.11
29390,2.51765E+11,Top-up,217.71,30-Dec-25,Cash,4799.11,5016.82
29391,2.51765E+11,Top-up,84.85,1-Jan-26,Cash,5016.82,5101.67
29392,2.51765E+11,Top-up,229.97,12-Jan-26,Cash,5101.67,5331.64
29393,2.51765E+11,Top-up,206.84,3-Jan-26,Bank Transfer,5331.64,5538.48
29394,2.51765E+11,Top-up,406.41,1-Aug-25,Cash,5538.48,5944.89
29395,2.51765E+11,Top-up,232.82,31-Dec-25,Cash,5944.89,6177.71
29396,2.51765E+11,Top-up,382.26,10-Sep-25,Bank Transfer,6177.71,6559.97
29397,2.51765E+11,Adjustment,51.45,22-Dec-25,Cash,6559.97,6611.42
29398,2.51765E+11,Top-up,330.93,21-Oct-25,Cash,6611.42,6942.35
29399,2.51765E+11,Top-up,163.7,29-Jan-25,M-PESA,6942.35,7106.05
29400,2.51765E+11,Top-up,237.39,28-Feb-25,Cash,7106.05,7343.44
29401,2.51765E+11,Adjustment,58,10-Feb-25,Bank Transfer,7343.44,7401.44
29402,2.51765E+11,Monthly Bill,34.91,26-Jan-26,Cash,7401.44,7366.53
29403,2.51765E+11,Refund,61.12,10-Aug-25,Cash,7366.53,7427.65
29404,2.51765E+11,Top-up,128.03,17-Jan-26,M-PESA,7427.65,7555.68
29405,2.51776E+11,Top-up,186.64,22-Mar-25,Cash,151.98,338.62
29406,2.51776E+11,Top-up,99.69,23-Apr-24,Cash,338.62,438.31
29407,2.51776E+11,Top-up,87.03,3-Dec-25,Bank Transfer,438.31,525.34
29408,2.51776E+11,Top-up,326.39,4-May-25,Bank Transfer,525.34,851.73
29409,2.51776E+11,Top-up,136.91,17-Jan-23,Bank Transfer,851.73,988.64
29410,2.51776E+11,Refund,15.13,5-Oct-22,M-PESA,988.64,1003.77
29411,2.51776E+11,Top-up,206.09,26-Nov-24,Cash,1003.77,1209.86
29412,2.51776E+11,Top-up,187.69,25-Jan-26,Cash,1209.86,1397.55
29413,2.51776E+11,Top-up,188.42,28-Jul-25,Bank Transfer,1397.55,1585.97
29414,2.51776E+11,Top-up,470.93,23-Mar-25,Bank Transfer,1585.97,2056.9
29415,2.51776E+11,Top-up,11.15,7-Sep-24,Bank Transfer,2056.9,2068.05
29416,2.51776E+11,Refund,16.2,25-Sep-24,Cash,2068.05,2084.25
29417,2.51776E+11,Top-up,469.23,4-Feb-24,Cash,2084.25,2553.48
29418,2.51776E+11,Top-up,149.86,23-Jan-23,Cash,2553.48,2703.34
29419,2.51776E+11,Top-up,194.99,12-Dec-25,M-PESA,2703.34,2898.33
29420,2.51776E+11,Top-up,139.97,29-Apr-25,M-PESA,2898.33,3038.3
29421,2.51776E+11,Top-up,473.64,6-Jan-25,Cash,3038.3,3511.94
29422,2.51776E+11,Top-up,467.49,30-Dec-24,M-PESA,3511.94,3979.43
29423,2.51776E+11,Top-up,298.24,17-Mar-25,Cash,3979.43,4277.67
29424,2.51776E+11,Top-up,443.21,17-Aug-25,Bank Transfer,4277.67,4720.88
29425,2.51776E+11,Top-up,29.44,27-Dec-24,Cash,4720.88,4750.32
29426,2.51776E+11,Top-up,463.14,23-Aug-24,M-PESA,4750.32,5213.46
29427,2.51776E+11,Top-up,26.2,21-Jan-23,Cash,5213.46,5239.66
29428,2.51776E+11,Top-up,195.07,8-Jan-26,Cash,5239.66,5434.73
29429,2.51776E+11,Top-up,24.59,17-Oct-24,Cash,5434.73,5459.32
29430,2.51776E+11,Top-up,83.52,2-Feb-23,Cash,5459.32,5542.84
29431,2.51776E+11,Top-up,445.57,28-Oct-22,Cash,5542.84,5988.41
29432,2.51776E+11,Top-up,113.62,20-Jul-25,Cash,5988.41,6102.03
29433,2.51776E+11,Top-up,258.64,1-Jan-26,M-PESA,6102.03,6360.67
29434,2.51776E+11,Top-up,188.29,20-Jan-24,Cash,6360.67,6548.96
29435,2.51776E+11,Payment,68.02,18-Jul-25,Cash,6548.96,6480.94
29436,2.51776E+11,Top-up,194.81,9-Sep-23,M-PESA,6480.94,6675.75
29437,2.51786E+11,Top-up,26.73,12-Apr-23,Cash,347.21,373.94
29438,2.51786E+11,Top-up,465.01,15-May-25,Cash,373.94,838.95
29439,2.51786E+11,Top-up,76.75,24-Jun-24,Bank Transfer,838.95,915.7
29440,2.51786E+11,Top-up,274.84,23-Jul-23,Cash,915.7,1190.54
29441,2.51786E+11,Top-up,373.36,20-May-24,Cash,1190.54,1563.9
29442,2.51786E+11,Top-up,10.46,6-Aug-24,Cash,1563.9,1574.36
29443,2.51786E+11,Top-up,224.76,16-Jul-23,Cash,1574.36,1799.12
29444,2.51786E+11,Top-up,182.26,21-Sep-24,Bank Transfer,1799.12,1981.38
29445,2.51786E+11,Top-up,268.05,29-Oct-24,Cash,1981.38,2249.43
29446,2.51786E+11,Top-up,369.6,11-Apr-25,Cash,2249.43,2619.03
29447,2.51786E+11,Top-up,301.19,19-Dec-25,M-PESA,2619.03,2920.22
29448,2.51786E+11,Top-up,447.47,13-Aug-24,Bank Transfer,2920.22,3367.69
29449,2.51786E+11,Top-up,241.01,27-Mar-25,Bank Transfer,3367.69,3608.7
29450,2.51786E+11,Top-up,377.84,1-Aug-23,Cash,3608.7,3986.54
29451,2.51786E+11,Top-up,435.36,23-Jul-23,Cash,3986.54,4421.9
29452,2.51786E+11,Top-up,124,30-Sep-25,Cash,4421.9,4545.9
29453,2.51786E+11,Top-up,315.99,15-May-25,Cash,4545.9,4861.89
29454,2.51786E+11,Top-up,363.79,11-Jan-26,Bank Transfer,4861.89,5225.68
29455,2.51786E+11,Top-up,64.49,12-Jun-23,Cash,5225.68,5290.17
29456,2.51786E+11,Refund,80.93,6-Oct-23,Cash,5290.17,5371.1
29457,2.51786E+11,Top-up,320.34,29-Oct-25,Cash,5371.1,5691.44
29458,2.51786E+11,Top-up,333.69,20-Jul-23,Bank Transfer,5691.44,6025.13
29459,2.51786E+11,Top-up,301.86,16-May-24,Cash,6025.13,6326.99
29460,25179355190,Refund,75.85,13-Dec-25,Cash,486.61,562.46
29461,25179355190,Top-up,218.88,27-Dec-25,Cash,562.46,781.34
29462,25179355190,Top-up,405.07,21-Oct-25,M-PESA,781.34,1186.41
29463,25179355190,Top-up,453.59,11-Nov-25,Cash,1186.41,1640
