"DATA_ID","MSISDN","SESSION_START_TIME","SESSION_END_TIME","DATA_VOLUME_MB","SERVICE_TYPE","APN","CHARGE_AMOUNT"
5216,"+251742957849",23-NOV-23 11.43.57.764084000 PM,24-NOV-23 12.01.39.772011000 AM,4620.27,"3G","vpn",46.2
5217,"+251742957849",17-NOV-23 01.29.09.443254000 AM,17-NOV-23 01.40.44.161216000 AM,2109.76,"4G","wapservice",21.1
5218,"+251742957849",11-FEB-24 09.06.55.211196000 PM,11-FEB-24 10.30.43.035588000 PM,450.75,"4G","vpn",4.51
5219,"+251742957849",08-JAN-24 08.42.30.801819000 AM,08-JAN-24 08.53.35.914536000 AM,1984.73,"4G","mms",19.85
5220,"+251742957849",28-JAN-24 09.43.00.526358000 PM,28-JAN-24 11.02.23.860644000 PM,1403.8,"3G","mms",14.04
5221,"+251754758200",06-SEP-25 02.39.53.385989000 AM,06-SEP-25 03.51.05.773767000 AM,3852.18,"3G","vpn",38.52
5222,"+251754758200",18-JUL-25 10.41.13.709042000 AM,18-JUL-25 11.34.47.255578000 AM,4651.55,"2G","mms",46.52
5223,"+251754758200",28-JUN-25 08.19.48.324247000 AM,28-JUN-25 08.58.59.291767000 AM,2813.79,"WiFi","vpn",28.14
5224,"+251754758200",15-JUN-25 11.31.12.479342000 AM,15-JUN-25 01.21.24.490798000 PM,3738.38,"3G","wapservice",37.38
5225,"+251767385590",01-JUN-23 03.36.29.834877000 PM,01-JUN-23 04.47.46.679928000 PM,3400.01,"4G","wapservice",34
5226,"+251767385590",20-JUL-23 02.01.59.296646000 PM,20-JUL-23 03.02.49.141746000 PM,4192.66,"4G","vpn",41.93
5227,"+251767385590",25-MAY-23 03.15.27.850605000 PM,25-MAY-23 05.13.02.152411000 PM,4216.6,"3G","vpn",42.17
5228,"+251767385590",24-AUG-23 12.05.57.911909000 PM,24-AUG-23 01.18.02.454389000 PM,3995.61,"4G","internet",39.96
5229,"+251767385590",18-JUL-23 10.21.05.399559000 AM,18-JUL-23 10.33.44.888850000 AM,4914.76,"3G","mms",49.15
5230,"+251771540311",13-JAN-23 10.38.28.067816000 AM,13-JAN-23 10.56.35.225623000 AM,469.95,"4G","wapservice",4.7
5231,"+251771540311",22-FEB-23 04.35.20.565760000 PM,22-FEB-23 05.19.39.304913000 PM,2827.41,"2G","wapservice",28.27
5232,"+251771540311",16-JAN-23 09.54.28.618617000 AM,16-JAN-23 10.52.28.816193000 AM,1318.17,"4G","internet",13.18
5233,"+251771540311",28-FEB-23 10.06.08.021359000 AM,28-FEB-23 11.44.53.154496000 AM,3253.06,"2G","wapservice",32.53
5234,"+251789604850",26-MAY-23 07.54.38.882112000 AM,26-MAY-23 09.53.07.114841000 AM,1244.09,"2G","internet",12.44
5235,"+251789604850",16-JUL-23 07.18.19.014433000 PM,16-JUL-23 07.36.20.153655000 PM,816.09,"4G","mms",8.16
5236,"+251789604850",27-JUL-23 05.10.47.018177000 PM,27-JUL-23 06.20.26.705044000 PM,1232.93,"4G","internet",12.33
5237,"+251789604850",15-JUN-23 02.03.09.177170000 AM,15-JUN-23 04.00.52.159801000 AM,3972.21,"4G","internet",39.72
5238,"+251789604850",10-AUG-23 01.57.42.984636000 AM,10-AUG-23 03.02.07.814108000 AM,3063.57,"2G","internet",30.64
5239,"+251789604850",17-JUL-23 12.17.04.761219000 PM,17-JUL-23 12.57.27.287972000 PM,3210.71,"3G","wapservice",32.11
5240,"+251789604850",09-AUG-23 06.50.09.714382000 AM,09-AUG-23 07.12.18.735639000 AM,340.34,"4G","wapservice",3.4
5241,"+251789604850",21-MAY-23 05.36.43.183586000 AM,21-MAY-23 05.51.58.317517000 AM,3907.96,"4G","internet",39.08
5242,"+251795118113",21-MAY-25 09.56.14.815188000 AM,21-MAY-25 11.29.33.218432000 AM,3187.76,"2G","vpn",31.88
5243,"+251795118113",19-MAR-25 04.02.54.916438000 AM,19-MAR-25 04.29.58.980701000 AM,3987.84,"3G","wapservice",39.88
5244,"+251795118113",03-MAY-25 06.02.28.803432000 PM,03-MAY-25 06.09.16.463757000 PM,3196.53,"3G","internet",31.97
5245,"+251795118113",22-JUN-25 05.01.55.897442000 PM,22-JUN-25 05.40.20.981765000 PM,513.46,"4G","internet",5.13
5246,"+251795118113",12-MAR-25 05.09.09.713449000 PM,12-MAR-25 05.59.52.494089000 PM,943.68,"4G","internet",9.44
5247,"+251737364870",05-MAR-23 07.11.15.329785000 PM,05-MAR-23 07.29.34.101408000 PM,4033.7,"WiFi","mms",40.34
5248,"+251737364870",05-FEB-23 06.37.23.987018000 PM,05-FEB-23 06.58.26.781274000 PM,2104.49,"4G","vpn",21.04
5249,"+251737364870",25-JAN-23 04.45.01.896511000 AM,25-JAN-23 06.43.52.949528000 AM,4391.11,"4G","internet",43.91
5250,"+251737364870",13-DEC-22 12.31.03.629888000 PM,13-DEC-22 01.47.50.474792000 PM,4930.53,"4G","mms",49.31
5251,"+251737364870",09-MAR-23 05.30.25.005062000 PM,09-MAR-23 07.20.11.696222000 PM,3923.81,"4G","wapservice",39.24
5252,"+251737364870",21-DEC-22 05.40.03.110608000 PM,21-DEC-22 07.08.32.573287000 PM,569.58,"3G","wapservice",5.7
5253,"+251737364870",19-MAR-23 12.30.01.751404000 PM,19-MAR-23 01.06.14.868668000 PM,2435.66,"3G","vpn",24.36
5254,"+251746772953",10-JUL-24 04.00.47.593480000 PM,10-JUL-24 04.13.25.808700000 PM,1206.88,"2G","internet",12.07
5255,"+251746772953",21-APR-24 01.38.01.843313000 PM,21-APR-24 02.03.29.116795000 PM,1697.06,"WiFi","mms",16.97
5256,"+251746772953",02-JUN-24 10.36.31.184908000 PM,02-JUN-24 11.53.38.201027000 PM,3628.09,"3G","wapservice",36.28
5257,"+251746772953",07-JUN-24 01.46.12.751124000 PM,07-JUN-24 01.55.51.673140000 PM,4663.91,"4G","mms",46.64
5258,"+251746772953",10-MAY-24 06.28.36.164665000 PM,10-MAY-24 08.21.04.501999000 PM,3828.31,"4G","vpn",38.28
5259,"+251746772953",15-JUL-24 01.40.06.989316000 PM,15-JUL-24 02.09.18.908273000 PM,4703.66,"4G","wapservice",47.04
5260,"+25175663623.",29-AUG-24 05.58.12.552683000 PM,29-AUG-24 06.33.28.097617000 PM,3090.55,"4G","wapservice",30.91
5261,"+25175663623.",24-SEP-24 03.09.13.601650000 AM,24-SEP-24 03.48.51.560183000 AM,117.57,"4G","mms",1.18
5262,"+25175663623.",11-SEP-24 07.39.55.066939000 PM,11-SEP-24 07.51.23.450768000 PM,4542.87,"4G","wapservice",45.43
5263,"+251769426219",23-SEP-25 10.02.09.939610000 PM,23-SEP-25 11.01.08.948877000 PM,434.54,"4G","internet",4.35
5264,"+251769426219",18-AUG-25 01.33.51.824207000 AM,18-AUG-25 02.46.26.410025000 AM,4549.25,"4G","vpn",45.49
5265,"+251769426219",10-NOV-25 10.13.08.739501000 PM,10-NOV-25 11.09.38.396803000 PM,2817.48,"3G","vpn",28.17
5266,"+251769426219",15-SEP-25 05.35.07.522167000 AM,15-SEP-25 05.46.10.852744000 AM,1818.25,"4G","mms",18.18
5267,"+251773253086",01-DEC-22 06.50.16.960119000 AM,01-DEC-22 08.39.29.499150000 AM,2748.3,"4G","internet",27.48
5268,"+251773253086",05-DEC-22 09.22.28.459133000 PM,05-DEC-22 11.18.07.009176000 PM,4671.75,"4G","internet",46.72
5269,"+251773253086",13-OCT-22 05.17.05.238086000 AM,13-OCT-22 05.57.44.134278000 AM,1668.17,"4G","wapservice",16.68
5270,"+251773253086",29-OCT-22 05.45.43.728546000 PM,29-OCT-22 06.14.06.781978000 PM,1693.05,"3G","mms",16.93
5271,"+251773253086",07-DEC-22 04.01.05.662826000 AM,07-DEC-22 04.20.25.885344000 AM,572.24,"4G","vpn",5.72
5272,"+251773253086",06-NOV-22 05.07.03.204858000 PM,06-NOV-22 05.42.19.487996000 PM,282.32,"WiFi","mms",2.82
5273,"+251773253086",28-NOV-22 01.18.47.960966000 PM,28-NOV-22 02.04.33.727471000 PM,3483.81,"3G","vpn",34.84
5274,"+251787994789",13-OCT-25 01.23.44.688665000 AM,13-OCT-25 01.41.20.281128000 AM,4440.35,"4G","internet",44.4
5275,"+251787994789",25-NOV-25 02.11.18.121960000 AM,25-NOV-25 02.26.16.894520000 AM,243.99,"4G","wapservice",2.44
5276,"+251787994789",15-DEC-25 03.11.52.442944000 AM,15-DEC-25 04.26.47.622274000 AM,1949.48,"4G","vpn",19.49
5277,"+251787994789",06-OCT-25 04.27.03.156167000 AM,06-OCT-25 04.44.31.429438000 AM,4741.23,"4G","vpn",47.41
5278,"+251797321653",23-AUG-22 03.24.57.555983000 PM,23-AUG-22 04.38.31.185029000 PM,1343.23,"4G","internet",13.43
5279,"+251797321653",23-SEP-22 07.34.18.297301000 AM,23-SEP-22 09.27.41.791510000 AM,519.6,"3G","wapservice",5.2
5280,"+251797321653",19-SEP-22 07.14.05.530497000 AM,19-SEP-22 07.15.53.668803000 AM,439.56,"4G","vpn",4.4
5281,"+251797321653",14-NOV-22 08.46.26.333916000 AM,14-NOV-22 09.51.16.635386000 AM,1618.56,"4G","internet",16.19
5282,"+251702311670",14-APR-25 06.58.02.282301000 PM,14-APR-25 08.17.36.129421000 PM,2814.63,"4G","vpn",28.15
5283,"+251702311670",20-MAY-25 03.02.46.544046000 PM,20-MAY-25 03.57.43.785371000 PM,1323.76,"4G","vpn",13.24
5284,"+251702311670",11-APR-25 08.59.58.016857000 PM,11-APR-25 09.09.17.179773000 PM,2876.68,"4G","internet",28.77
5285,"+251702311670",30-MAY-25 03.25.35.928133000 AM,30-MAY-25 05.09.25.571170000 AM,3020.92,"4G","wapservice",30.21
5286,"+251702311670",17-JUN-25 01.05.36.665714000 AM,17-JUN-25 01.10.17.425096000 AM,2955.86,"4G","wapservice",29.56
5287,"+251702311670",24-MAY-25 08.02.56.662184000 PM,24-MAY-25 08.11.49.120501000 PM,50.82,"4G","internet",0.51
5288,"+251702311670",09-MAY-25 10.57.08.481467000 AM,09-MAY-25 11.22.58.366616000 AM,4921.18,"2G","wapservice",49.21
5289,"+251712621712",06-APR-23 08.40.30.071488000 AM,06-APR-23 09.01.22.053361000 AM,649.39,"4G","mms",6.49
5290,"+251712621712",02-APR-23 04.42.49.421189000 AM,02-APR-23 06.25.39.087184000 AM,4298.11,"2G","wapservice",42.98
5291,"+251712621712",21-APR-23 12.30.27.679041000 PM,21-APR-23 12.47.39.300274000 PM,2926.5,"4G","mms",29.27
5292,"+251712621712",24-MAY-23 09.50.17.409599000 AM,24-MAY-23 09.59.56.937785000 AM,2942.1,"4G","internet",29.42
5293,"+251712621712",12-MAR-23 06.32.00.737203000 PM,12-MAR-23 06.56.33.478458000 PM,3604.25,"3G","mms",36.04
5294,"+251712621712",13-FEB-23 09.31.40.083374000 AM,13-FEB-23 11.22.22.207686000 AM,4347.93,"3G","mms",43.48
5295,"+251712621712",06-APR-23 09.51.00.127514000 PM,06-APR-23 11.26.28.468958000 PM,1251.65,"4G","internet",12.52
5296,"+251712621712",13-APR-23 10.34.57.532752000 PM,14-APR-23 12.05.50.251809000 AM,3592.13,"3G","wapservice",35.92
5297,"+251728747915",15-AUG-23 04.54.59.718788000 AM,15-AUG-23 06.33.55.292600000 AM,3619.07,"4G","wapservice",36.19
5298,"+251728747915",02-AUG-23 12.38.17.564764000 PM,02-AUG-23 02.18.27.097660000 PM,1634.9,"4G","vpn",16.35
5299,"+251728747915",11-SEP-23 11.59.15.446447000 AM,11-SEP-23 01.41.48.379723000 PM,385.13,"4G","wapservice",3.85
5300,"+251728747915",31-JUL-23 09.36.00.494766000 PM,31-JUL-23 10.12.39.771682000 PM,163.15,"4G","mms",1.63
5301,"+251728747915",27-AUG-23 06.52.01.325531000 AM,27-AUG-23 07.27.39.639943000 AM,2670.69,"2G","internet",26.71
5302,"+251728747915",12-JUL-23 01.21.05.771809000 AM,12-JUL-23 01.32.01.585602000 AM,2958.07,"3G","wapservice",29.58
5303,"+251728747915",17-AUG-23 12.11.40.476404000 AM,17-AUG-23 01.20.42.563890000 AM,2066.31,"4G","wapservice",20.66
5304,"+251728747915",17-JUN-23 06.49.26.213554000 PM,17-JUN-23 07.05.01.064282000 PM,3781.22,"4G","mms",37.81
5305,"+251737616224",15-AUG-25 12.31.09.262781000 AM,15-AUG-25 02.14.36.016324000 AM,3268,"3G","wapservice",32.68
5306,"+251737616224",17-SEP-25 09.51.37.241094000 AM,17-SEP-25 11.01.56.981426000 AM,904.68,"4G","wapservice",9.05
5307,"+251737616224",15-OCT-25 07.33.19.652489000 AM,15-OCT-25 08.56.30.579900000 AM,742.9,"4G","mms",7.43
5308,"+251737616224",06-AUG-25 11.50.07.591060000 PM,07-AUG-25 12.48.40.320861000 AM,2046.45,"4G","vpn",20.46
5309,"+251737616224",18-SEP-25 04.42.17.914573000 AM,18-SEP-25 05.02.15.221898000 AM,214.96,"4G","wapservice",2.15
5310,"+251737616224",13-NOV-25 07.00.02.278275000 PM,13-NOV-25 08.40.52.323560000 PM,1728.27,"3G","wapservice",17.28
5311,"+251737616224",17-SEP-25 02.38.58.261392000 PM,17-SEP-25 02.51.37.557658000 PM,3561.18,"2G","internet",35.61
5312,"+251748041417",01-JAN-25 10.38.15.089440000 PM,01-JAN-25 10.46.42.793482000 PM,2298.48,"3G","wapservice",22.98
5313,"+251748041417",12-FEB-25 08.10.56.827838000 AM,12-FEB-25 08.38.33.139265000 AM,584.45,"2G","internet",5.84
5314,"+251748041417",08-FEB-25 08.43.59.930764000 PM,08-FEB-25 09.48.00.903460000 PM,2470.17,"4G","internet",24.7
5315,"+251748041417",17-JAN-25 12.39.43.852452000 PM,17-JAN-25 01.49.55.878519000 PM,607.64,"4G","wapservice",6.08
5316,"+251748041417",18-FEB-25 01.41.39.004013000 AM,18-FEB-25 02.09.04.015380000 AM,2512.44,"4G","mms",25.12
5317,"+251753138442",01-JAN-25 08.04.52.511559000 AM,01-JAN-25 09.00.52.891569000 AM,4445.92,"2G","internet",44.46
5318,"+251753138442",06-APR-25 12.39.54.231286000 PM,06-APR-25 01.51.20.211317000 PM,3191.04,"4G","internet",31.91
5319,"+251753138442",01-APR-25 06.44.53.392815000 AM,01-APR-25 07.07.47.545352000 AM,4152.06,"4G","internet",41.52
5320,"+251753138442",05-APR-25 05.28.42.315378000 AM,05-APR-25 06.56.05.686905000 AM,3327.5,"WiFi","vpn",33.28
5321,"+251753138442",02-APR-25 09.18.03.417437000 PM,02-APR-25 10.12.08.772180000 PM,2960.72,"4G","mms",29.61
5322,"+251753138442",15-JAN-25 01.00.09.616053000 AM,15-JAN-25 01.57.08.441893000 AM,867.78,"4G","wapservice",8.68
5323,"+251753138442",30-DEC-24 12.35.14.612448000 PM,30-DEC-24 02.02.15.902976000 PM,2030.82,"2G","wapservice",20.31
5324,"+251753138442",10-JAN-25 10.33.38.195117000 PM,10-JAN-25 11.47.00.091778000 PM,3507.79,"4G","wapservice",35.08
5325,"+251763802454",09-JAN-23 12.08.28.638390000 AM,09-JAN-23 01.17.07.095875000 AM,2740.68,"2G","internet",27.41
5326,"+251763802454",20-DEC-22 09.52.44.864680000 PM,20-DEC-22 10.09.56.777973000 PM,497.76,"3G","wapservice",4.98
5327,"+251763802454",24-NOV-22 03.04.37.806893000 PM,24-NOV-22 03.55.15.653814000 PM,1850.23,"WiFi","mms",18.5
5328,"+251763802454",07-JAN-23 06.05.50.597411000 PM,07-JAN-23 07.49.32.031615000 PM,2748.01,"4G","internet",27.48
5329,"+251763802454",12-DEC-22 05.51.26.808215000 AM,12-DEC-22 07.02.39.402896000 AM,920.85,"4G","wapservice",9.21
5330,"+251763802454",01-OCT-22 01.21.57.229366000 AM,01-OCT-22 02.55.27.219600000 AM,907.02,"4G","vpn",9.07
5331,"+251731685658",05-DEC-25 08.27.00.002010000 AM,05-DEC-25 08.30.59.745593000 AM,358.02,"4G","internet",3.58
5332,"+251731685658",18-NOV-25 06.17.28.548582000 AM,18-NOV-25 06.34.50.649312000 AM,4744.81,"4G","mms",47.45
5333,"+251731685658",03-JAN-26 04.30.04.119123000 PM,03-JAN-26 04.51.53.315742000 PM,4104.22,"4G","vpn",41.04
5334,"+251731685658",08-DEC-25 02.46.57.209373000 AM,08-DEC-25 03.16.25.862333000 AM,3597.81,"4G","wapservice",35.98
5335,"+251731685658",21-NOV-25 08.39.16.943372000 AM,21-NOV-25 09.06.20.914738000 AM,1139.51,"WiFi","wapservice",11.4
5336,"+251745105864",19-MAR-24 11.10.03.843851000 AM,19-MAR-24 11.49.19.750003000 AM,4938.95,"3G","vpn",49.39
5337,"+251745105864",24-MAY-24 09.39.12.128621000 AM,24-MAY-24 10.22.35.376779000 AM,3215.6,"4G","internet",32.16
5338,"+251745105864",20-APR-24 05.10.14.211383000 PM,20-APR-24 05.42.42.607925000 PM,3954.82,"4G","mms",39.55
5339,"+251745105864",17-MAR-24 08.53.02.491953000 PM,17-MAR-24 09.36.28.564049000 PM,884.32,"4G","wapservice",8.84
5340,"+251745105864",06-APR-24 10.16.05.470325000 PM,06-APR-24 10.36.27.465402000 PM,871.48,"3G","wapservice",8.71
5341,"+251745105864",14-MAR-24 11.09.14.198364000 PM,15-MAR-24 12.55.14.222777000 AM,1127.63,"3G","vpn",11.28
5342,"+251745105864",31-MAY-24 07.44.10.719547000 PM,31-MAY-24 07.46.21.879887000 PM,2705.36,"4G","wapservice",27.05
5343,"+251745105864",15-MAY-24 01.11.20.925483000 AM,15-MAY-24 01.31.55.352819000 AM,998.95,"4G","internet",9.99
5344,"+251755102600",14-MAY-23 08.26.13.783165000 PM,14-MAY-23 10.04.25.990909000 PM,4222.75,"4G","vpn",42.23
5345,"+251755102600",20-FEB-23 10.13.26.096896000 AM,20-FEB-23 11.31.06.706337000 AM,2976.14,"4G","internet",29.76
5346,"+251755102600",04-MAY-23 11.41.07.616709000 AM,04-MAY-23 01.13.48.750569000 PM,3296.62,"4G","internet",32.97
5347,"+251755102600",29-MAR-23 03.53.27.702659000 PM,29-MAR-23 04.43.40.056087000 PM,1751.65,"4G","mms",17.52
5348,"+251755102600",23-FEB-23 03.00.23.032873000 AM,23-FEB-23 03.22.17.026712000 AM,888.46,"4G","mms",8.88
5349,"+251755102600",10-MAR-23 12.47.46.645484000 AM,10-MAR-23 01.50.34.481738000 AM,1331.13,"3G","wapservice",13.31
5350,"+251761690813",28-MAR-25 10.06.39.441763000 AM,28-MAR-25 10.57.35.816213000 AM,3960.06,"3G","mms",39.6
5351,"+251761690813",28-JAN-25 08.27.35.388879000 AM,28-JAN-25 10.08.19.119298000 AM,3503.45,"3G","internet",35.03
5352,"+251761690813",29-MAR-25 01.20.46.605052000 PM,29-MAR-25 01.46.20.069725000 PM,3404.35,"4G","internet",34.04
5353,"+251775521604",07-JAN-23 08.20.58.455224000 PM,07-JAN-23 09.29.06.832506000 PM,1992.05,"3G","wapservice",19.92
5354,"+251775521604",06-NOV-22 10.07.00.756213000 PM,06-NOV-22 11.47.52.450459000 PM,2679.82,"4G","mms",26.8
5355,"+251775521604",08-NOV-22 10.11.46.122584000 AM,08-NOV-22 10.44.17.510995000 AM,3498.88,"2G","mms",34.99
5356,"+251775521604",20-NOV-22 10.27.35.187090000 PM,20-NOV-22 11.35.44.389795000 PM,1449.07,"3G","wapservice",14.49
5357,"+251775521604",08-NOV-22 09.30.01.038912000 AM,08-NOV-22 10.13.24.086098000 AM,1697.78,"4G","wapservice",16.98
5358,"+251775521604",21-OCT-22 01.15.38.091467000 AM,21-OCT-22 02.20.52.291020000 AM,4018.67,"3G","mms",40.19
5359,"+25178949421.",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 01.19.11.614735000 AM,3886.1,"4G","internet",38.86
5360,"+25178949421.",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 01.07.13.032721000 AM,2363.34,"3G","wapservice",23.63
5361,"+25178949421.",01-JAN-26 11.52.39.607745000 AM,01-JAN-26 01.09.58.833792000 PM,2562.55,"3G","vpn",25.63
5362,"+25178949421.",21-DEC-25 12.52.18.113243000 AM,21-DEC-25 01.29.25.206116000 AM,2846.56,"3G","internet",28.47
5363,"+25178949421.",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 01.52.18.277804000 AM,4575.62,"4G","vpn",45.76
5364,"+251792845110",08-SEP-23 02.03.10.495222000 AM,08-SEP-23 02.10.08.391181000 AM,693.49,"4G","vpn",6.93
5365,"+251792845110",21-JUL-23 11.28.57.282782000 PM,21-JUL-23 11.49.14.838249000 PM,46.9,"3G","mms",0.47
5366,"+251792845110",14-AUG-23 10.57.39.075731000 PM,15-AUG-23 12.44.57.809871000 AM,520.46,"2G","mms",5.2
5367,"+251792845110",30-AUG-23 02.24.16.670195000 AM,30-AUG-23 03.11.24.632577000 AM,3440.42,"4G","wapservice",34.4
5368,"+251703175025",15-JAN-25 10.55.09.570150000 AM,15-JAN-25 12.03.15.103103000 PM,4730.73,"4G","mms",47.31
5369,"+251703175025",02-FEB-25 12.56.44.871168000 AM,02-FEB-25 01.48.19.233050000 AM,3604.61,"4G","vpn",36.05
5370,"+251703175025",10-FEB-25 01.47.29.699411000 AM,10-FEB-25 03.23.22.957671000 AM,2518.53,"2G","mms",25.19
5371,"+251703175025",26-FEB-25 10.50.44.707289000 AM,26-FEB-25 12.19.35.079027000 PM,2919.79,"4G","vpn",29.2
5372,"+251718913355",03-JAN-23 01.20.12.731002000 PM,03-JAN-23 03.14.53.694436000 PM,4733.45,"4G","mms",47.33
5373,"+251718913355",22-NOV-22 02.25.55.086232000 AM,22-NOV-22 04.05.04.003095000 AM,3610.46,"4G","wapservice",36.1
5374,"+251718913355",09-DEC-22 12.01.20.317388000 PM,09-DEC-22 01.55.15.854726000 PM,2306.09,"3G","wapservice",23.06
5375,"+251718913355",04-NOV-22 07.42.53.297014000 AM,04-NOV-22 08.03.05.768577000 AM,2393.7,"3G","internet",23.94
5376,"+251718913355",28-NOV-22 01.16.26.969269000 PM,28-NOV-22 02.36.53.239925000 PM,508.18,"4G","wapservice",5.08
5377,"+251718913355",23-DEC-22 05.54.48.405976000 PM,23-DEC-22 06.22.39.495959000 PM,2124.44,"3G","vpn",21.24
5378,"+251718913355",14-DEC-22 10.36.05.378420000 AM,14-DEC-22 11.57.34.770520000 AM,4417.24,"4G","wapservice",44.17
5379,"+251718913355",01-NOV-22 02.20.56.314746000 AM,01-NOV-22 03.12.33.062616000 AM,4385.96,"4G","internet",43.86
5380,"+251726084756",28-SEP-24 10.54.03.409716000 AM,28-SEP-24 11.49.07.484686000 AM,2917.04,"3G","internet",29.17
5381,"+251726084756",04-OCT-24 10.52.55.779560000 PM,04-OCT-24 11.19.15.151051000 PM,3167.63,"4G","wapservice",31.68
5382,"+251726084756",11-AUG-24 09.19.12.805171000 AM,11-AUG-24 10.22.39.241804000 AM,3292.39,"4G","internet",32.92
5383,"+251726084756",14-OCT-24 02.43.51.852943000 PM,14-OCT-24 02.45.50.579189000 PM,3791.61,"3G","vpn",37.92
5384,"+251726084756",04-OCT-24 05.59.09.393648000 AM,04-OCT-24 07.55.34.501781000 AM,3572.05,"4G","internet",35.72
5385,"+251726084756",14-JUL-24 04.43.29.789578000 PM,14-JUL-24 05.22.51.758421000 PM,4391.53,"4G","wapservice",43.92
5386,"+251738284816",11-MAY-24 12.57.33.451343000 PM,11-MAY-24 02.25.51.394575000 PM,2784.03,"4G","mms",27.84
5387,"+251738284816",03-JUN-24 06.53.24.526023000 AM,03-JUN-24 08.25.06.535052000 AM,138.55,"4G","wapservice",1.39
5388,"+251738284816",03-JUN-24 10.24.46.334229000 PM,04-JUN-24 12.14.57.003310000 AM,4159.35,"4G","mms",41.59
5389,"+251738284816",23-JUN-24 02.37.14.250700000 PM,23-JUN-24 03.04.54.237317000 PM,2908.31,"4G","internet",29.08
5390,"+251738284816",18-JUN-24 10.35.28.764616000 PM,18-JUN-24 11.14.56.519548000 PM,3802.26,"4G","wapservice",38.02
5391,"+251742031265",29-SEP-24 05.20.46.189600000 AM,29-SEP-24 06.37.08.560764000 AM,2766.05,"4G","wapservice",27.66
5392,"+251742031265",29-AUG-24 03.56.54.095890000 PM,29-AUG-24 04.40.37.292866000 PM,4710.2,"4G","vpn",47.1
5393,"+251742031265",10-SEP-24 02.52.02.893025000 AM,10-SEP-24 04.22.24.038592000 AM,3236.52,"4G","internet",32.37
5394,"+251742031265",16-NOV-24 06.55.44.018574000 PM,16-NOV-24 07.16.55.700151000 PM,4608.51,"4G","mms",46.09
5395,"+251742031265",14-OCT-24 04.10.59.664365000 AM,14-OCT-24 05.00.35.970086000 AM,1596.12,"4G","wapservice",15.96
5396,"+251742031265",02-DEC-24 04.33.10.979081000 PM,02-DEC-24 06.12.35.729780000 PM,4030.88,"4G","internet",40.31
5397,"+251757596853",03-AUG-25 07.46.27.400095000 AM,03-AUG-25 08.07.06.042329000 AM,170.29,"3G","vpn",1.7
5398,"+251757596853",14-JUL-25 03.44.08.613181000 AM,14-JUL-25 03.45.52.442367000 AM,2170.51,"2G","mms",21.71
5399,"+251757596853",13-AUG-25 03.18.35.173175000 PM,13-AUG-25 03.50.39.532841000 PM,410.58,"3G","vpn",4.11
5400,"+251757596853",24-JUL-25 09.21.28.578998000 PM,24-JUL-25 10.16.25.643011000 PM,2956.93,"4G","vpn",29.57
5401,"+251757596853",21-AUG-25 12.01.57.119018000 AM,21-AUG-25 12.13.16.601740000 AM,545.12,"4G","wapservice",5.45
5402,"+251757596853",25-AUG-25 04.51.04.228326000 PM,25-AUG-25 05.30.46.337470000 PM,807.5,"WiFi","mms",8.08
5403,"+251764848550",31-DEC-25 09.07.01.152256000 AM,31-DEC-25 09.18.30.262621000 AM,4440.46,"4G","wapservice",44.4
5404,"+251764848550",27-OCT-25 09.54.16.074681000 PM,27-OCT-25 10.09.45.680025000 PM,3782.14,"3G","vpn",37.82
5405,"+251764848550",24-DEC-25 10.08.14.692091000 AM,24-DEC-25 11.16.04.302040000 AM,575.81,"4G","wapservice",5.76
5406,"+251764848550",25-DEC-25 09.49.40.401501000 AM,25-DEC-25 11.00.26.870311000 AM,1217.08,"4G","vpn",12.17
5407,"+251764848550",27-DEC-25 12.01.04.837589000 AM,27-DEC-25 12.42.42.721674000 AM,3500.53,"3G","wapservice",35.01
5408,"+251764848550",26-JAN-26 02.53.58.309117000 PM,26-JAN-26 04.35.18.342184000 PM,4774.16,"4G","vpn",47.74
5409,"+251764848550",03-DEC-25 11.09.34.415927000 PM,04-DEC-25 12.02.57.512920000 AM,3189.19,"4G","internet",31.89
5410,"+251764848550",27-DEC-25 09.13.36.784338000 PM,27-DEC-25 09.30.14.519856000 PM,3010,"4G","mms",30.1
5411,"+251771402532",02-SEP-24 12.51.02.338372000 PM,02-SEP-24 12.58.27.245423000 PM,2451.67,"4G","internet",24.52
5412,"+251771402532",24-JUL-24 06.18.29.707149000 AM,24-JUL-24 07.59.27.289171000 AM,2398.05,"3G","wapservice",23.98
5413,"+251771402532",16-OCT-24 06.21.47.554247000 PM,16-OCT-24 07.12.16.382323000 PM,3355.02,"4G","wapservice",33.55
5414,"+251771402532",17-AUG-24 10.42.02.985661000 AM,17-AUG-24 11.28.30.146708000 AM,1563.14,"4G","internet",15.63
5415,"+251771402532",17-JUL-24 09.37.08.029399000 PM,17-JUL-24 11.19.44.150791000 PM,2190.35,"4G","internet",21.9
5416,"+251781905410",08-JUN-24 02.29.11.003508000 AM,08-JUN-24 03.02.09.640382000 AM,4460.88,"3G","wapservice",44.61
5417,"+251781905410",24-JUL-24 05.34.13.752303000 AM,24-JUL-24 06.05.27.432914000 AM,399.18,"4G","mms",3.99
