"SMS_ID","SENDER_MSISDN","RECEIVER_MSISDN","SMS_TIMESTAMP","SMS_TYPE","SMS_LENGTH","SMS_CHARGE"
3504,"+251717279317","+251755145343",31-DEC-25 12.00.00.000000000 AM,"Local",15,0.1
3505,"+251717279317","+251727525925",20-JAN-26 07.05.20.233598000 PM,"Local",53,0.1
3506,"+251723944748","+251721538519",28-JAN-25 05.28.47.703563000 PM,"Local",21,0.1
3507,"+251723944748","+251791523736",19-DEC-24 04.58.53.184949000 PM,"Local",123,0.1
3508,"+251723944748","+251779753432",03-NOV-24 05.20.39.767417000 PM,"Local",118,0.1
3509,"+251723944748","+251756042383",19-JAN-25 08.20.41.495518000 AM,"Local",106,0.1
3510,"+251737283491","+251724082255",22-DEC-23 10.06.26.076961000 PM,"Local",87,0.1
3511,"+251737283491","+251797022449",03-NOV-23 03.23.00.679165000 AM,"Local",68,0.1
3512,"+251742113368","+251757945111",31-DEC-25 12.00.00.000000000 AM,"Premium",124,1
3513,"+251742113368","+251781316718",31-DEC-25 12.00.00.000000000 AM,"Local",71,0.1
3514,"+251755202043","+251708889635",06-SEP-25 02.28.36.105040000 PM,"Local",63,0.1
3515,"+251755202043","+251737170177",29-AUG-25 10.38.42.625109000 PM,"Local",148,0.1
3516,"+25176888691.","+251798014422",22-MAR-25 09.45.00.770830000 AM,"International",79,0.5
3517,"+25176888691.","+251776610158",17-MAR-25 02.46.51.465522000 PM,"Local",51,0.1
3518,"+25176888691.","+251796638171",28-JUN-25 03.56.55.236567000 PM,"Local",54,0.1
3519,"+251777615884","+251766013058",06-JAN-26 06.05.31.869419000 PM,"Local",96,0.1
3520,"+251777615884","+251765315857",20-NOV-25 09.55.20.516109000 AM,"Local",155,0.1
3521,"+251777615884","+251767140690",22-OCT-25 04.08.04.674273000 AM,"Local",138,0.1
3522,"+251777615884","+251779211266",17-OCT-25 08.46.43.854906000 PM,"Local",46,0.1
3523,"+251784497398","+251782741198",31-DEC-25 12.00.00.000000000 AM,"Local",141,0.1
3524,"+251784497398","+251788473866",31-DEC-25 12.00.00.000000000 AM,"Local",110,0.1
3525,"+251784497398","+251756397083",31-DEC-25 12.00.00.000000000 AM,"Local",123,0.1
3526,"+251784497398","+251742095058",27-JAN-26 04.44.32.512333000 PM,"Local",128,0.1
3527,"+251797616644","+251782010848",27-MAR-24 02.00.34.785853000 PM,"Local",65,0.1
3528,"+251797616644","+251768919735",13-JUN-24 12.02.19.079200000 AM,"Local",159,0.1
3529,"+251797616644","+251775349463",17-JUN-24 02.22.49.281318000 PM,"Local",110,0.1
3530,"+251731918470","+251764690472",02-JUL-25 10.28.18.206843000 AM,"Local",84,0.1
3531,"+251731918470","+251714345069",22-JUL-25 06.51.17.884726000 AM,"International",152,0.5
3532,"+251731918470","+251702553079",19-AUG-25 01.02.01.920369000 PM,"Local",65,0.1
3533,"+251731918470","+251772523700",11-SEP-25 07.45.43.017972000 AM,"Local",52,0.1
3534,"+251744051087","+2517770425.5",29-MAY-24 10.59.21.945127000 AM,"Local",77,0.1
3535,"+251744051087","+251719763364",08-JUL-24 02.43.15.452100000 AM,"Local",153,0.1
3536,"+251744051087","+251769984024",08-MAY-24 04.41.20.803151000 AM,"Local",125,0.1
3537,"+251753461220","+251729598379",12-DEC-22 11.17.34.385282000 AM,"Local",91,0.1
3538,"+251753461220","+251766140854",20-JAN-23 04.51.03.866507000 PM,"Local",90,0.1
3539,"+251753461220","+251796640788",23-JAN-23 07.25.44.227191000 PM,"Local",108,0.1
3540,"+251753461220","+251767334110",23-JAN-23 01.45.44.460763000 AM,"Local",121,0.1
3541,"+251764323900","+251788778696",12-JUN-23 06.51.22.739914000 AM,"Premium",107,1
3542,"+251764323900","+251774898200",13-MAR-23 03.44.13.400507000 AM,"Local",26,0.1
3543,"+251764323900","+251775291504",07-MAR-23 05.33.43.746595000 AM,"Local",56,0.1
3544,"+251764323900","+251777584666",25-APR-23 02.03.32.038647000 PM,"Local",32,0.1
3545,"+251764323900","+251729784362",27-MAR-23 02.49.03.558339000 AM,"Local",97,0.1
3546,"+251774658659","+251772279462",30-MAR-23 11.25.06.841445000 AM,"Local",159,0.1
3547,"+251774658659","+251747637828",05-MAR-23 09.35.12.099047000 AM,"Local",57,0.1
3548,"+251774658659","+251794346347",27-FEB-23 02.37.02.667742000 AM,"Local",81,0.1
3549,"+251774658659","+25176363308.",15-MAR-23 04.46.12.343659000 AM,"Local",110,0.1
3550,"+251774658659","+251794572141",14-FEB-23 04.11.14.314187000 AM,"Premium",73,1
3551,"+251787624845","+251796154060",03-JUL-23 05.31.56.661354000 AM,"International",95,0.5
3552,"+251787624845","+251748669633",28-MAY-23 03.47.49.136525000 AM,"Local",24,0.1
3553,"+251787624845","+251759420081",07-JUL-23 05.35.32.003475000 PM,"Local",16,0.1
3554,"+251787624845","+251712667243",26-JUN-23 01.19.11.441652000 PM,"International",99,0.5
3555,"+251787624845","+251732406765",09-JUN-23 04.38.18.629075000 AM,"Local",129,0.1
3556,"+251798490891","+251776500155",04-AUG-25 08.38.47.240732000 AM,"Local",103,0.1
3557,"+251798490891","+251764599463",05-JUN-25 09.38.42.081413000 AM,"Local",123,0.1
3558,"+251798490891","+251783790735",18-AUG-25 12.21.18.764120000 AM,"International",117,0.5
3559,"+251707750801","+251736650871",02-DEC-24 09.15.52.919897000 PM,"Local",130,0.1
3560,"+251707750801","+251765168858",25-DEC-24 10.30.49.828187000 AM,"Premium",102,1
3561,"+251707750801","+251738586234",28-SEP-24 02.16.32.649133000 PM,"Local",35,0.1
3562,"+251707750801","+251798757459",21-DEC-24 12.43.27.753509000 AM,"Local",51,0.1
3563,"+251707750801","+251714452413",27-SEP-24 10.33.10.478902000 AM,"Local",78,0.1
3564,"+251715464806","+251797346289",31-DEC-25 12.00.00.000000000 AM,"Premium",58,1
3565,"+251715464806","+251774278894",31-DEC-25 12.00.00.000000000 AM,"Local",65,0.1
3566,"+251727339472","+251713316339",28-AUG-23 07.42.58.389794000 AM,"Local",158,0.1
3567,"+251727339472","+251762081998",29-SEP-23 05.39.56.109495000 PM,"International",74,0.5
3568,"+251727339472","+251732678375",04-SEP-23 01.17.22.069697000 AM,"Premium",74,1
3569,"+251727339472","+251758421486",22-SEP-23 10.35.46.080809000 AM,"Local",144,0.1
3570,"+251727339472","+251748669633",03-OCT-23 10.40.51.327657000 PM,"Local",104,0.1
3571,"+251735401027","+251714985306",04-OCT-22 02.01.06.351494000 AM,"Local",146,0.1
3572,"+251735401027","+25171702471.",02-OCT-22 01.50.04.115492000 PM,"Local",124,0.1
3573,"+251735401027","+251788153043",24-OCT-22 12.58.49.549433000 PM,"Local",121,0.1
3574,"+251735401027","+251781247813",01-DEC-22 07.58.30.716067000 PM,"Local",127,0.1
3575,"+251735401027","+251777909169",02-DEC-22 11.24.48.460564000 PM,"Local",116,0.1
3576,"+251744130621","+25173888281.",19-DEC-24 11.09.03.250144000 AM,"International",51,0.5
3577,"+251744130621","+251767767178",07-DEC-24 03.22.13.247147000 AM,"Local",44,0.1
3578,"+251744130621","+251752704600",15-DEC-24 08.49.47.370328000 AM,"Premium",116,1
3579,"+251744130621","+251730461175",11-NOV-24 12.26.01.389085000 PM,"Local",158,0.1
3580,"+251744130621","+251707045834",17-DEC-24 04.22.36.241862000 PM,"Local",141,0.1
3581,"+251758306667","+251726855590",20-OCT-25 11.49.34.788054000 PM,"Local",108,0.1
3582,"+251758306667","+251716393762",13-OCT-25 09.05.12.354007000 AM,"Local",63,0.1
3583,"+251768140689","+251728392111",25-APR-24 11.39.27.467460000 AM,"Local",27,0.1
3584,"+251768140689","+251749870478",24-JUN-24 08.40.53.307242000 PM,"Local",33,0.1
3585,"+251768140689","+251762511045",06-APR-24 05.03.35.497185000 AM,"International",130,0.5
3586,"+251775444426","+251780210868",25-OCT-25 11.56.09.182561000 PM,"Local",17,0.1
3587,"+251775444426","+251738355082",04-NOV-25 03.54.03.794650000 PM,"Premium",144,1
3588,"+251775444426","+251765679278",02-DEC-25 11.34.51.256821000 PM,"Local",113,0.1
3589,"+251785848411","+251730049366",23-DEC-25 09.19.37.047477000 AM,"International",10,0.5
3590,"+251785848411","+251718974593",16-JAN-26 04.20.59.187526000 AM,"Local",86,0.1
3591,"+251798065431","+251769964201",01-AUG-25 07.35.49.782057000 AM,"Local",98,0.1
3592,"+251798065431","+251721326721",18-JUN-25 07.01.42.756855000 PM,"Local",112,0.1
3593,"+251798065431","+251771055866",25-JUL-25 09.37.18.264198000 PM,"Local",23,0.1
3594,"+251798065431","+251742061223",21-JUN-25 05.32.09.057118000 PM,"Local",25,0.1
3595,"+251739960522","+251731990752",23-SEP-25 09.08.31.787800000 AM,"Local",45,0.1
3596,"+251739960522","+251741913800",20-JUL-25 07.24.53.318068000 AM,"Local",88,0.1
3597,"+251739960522","+251782010848",31-OCT-25 08.51.02.471215000 PM,"Local",84,0.1
3598,"+251739960522","+251783706047",24-JUL-25 09.15.49.669012000 AM,"Local",159,0.1
3599,"+251749507258","+251738681526",06-DEC-24 11.53.38.309865000 PM,"Local",118,0.1
3600,"+251749507258","+251741615043",24-OCT-24 04.24.46.182757000 AM,"Local",90,0.1
3601,"+251749507258","+251739339279",05-NOV-24 03.02.40.786465000 PM,"Local",151,0.1
3602,"+251749507258","+251735673978",29-SEP-24 11.11.12.593175000 AM,"Local",64,0.1
3603,"+251749507258","+251742752025",02-OCT-24 11.38.46.207297000 AM,"Local",59,0.1
3604,"+251757447848","+251731225179",05-JUL-23 07.23.23.483786000 AM,"Local",33,0.1
3605,"+251757447848","+251795129077",08-JUL-23 06.13.15.728880000 PM,"Local",11,0.1
3606,"+251757447848","+251745800434",13-JUL-23 09.27.20.184266000 PM,"Local",126,0.1
3607,"+251765911977","+251754375661",11-DEC-23 02.18.27.707668000 AM,"Local",89,0.1
3608,"+251765911977","+251785144462",29-SEP-23 10.46.57.641610000 AM,"Local",108,0.1
3609,"+251773908845","+251787627754",04-OCT-23 10.52.53.147556000 AM,"Local",114,0.1
3610,"+251773908845","+25171176505.",02-SEP-23 07.23.22.422829000 PM,"Local",136,0.1
3611,"+251773908845","+251764087777",09-OCT-23 03.49.00.408984000 AM,"Local",144,0.1
3612,"+251786155181","+251762193059",17-NOV-24 02.20.48.193908000 PM,"Local",51,0.1
3613,"+251786155181","+251739052964",14-DEC-24 03.55.04.442212000 PM,"Local",78,0.1
3614,"+251786155181","+25178208968.",31-DEC-24 02.54.03.055586000 AM,"Local",157,0.1
3615,"+251797797483","+251783480493",27-APR-24 09.47.22.709599000 AM,"Local",63,0.1
3616,"+251797797483","+251758421486",19-APR-24 08.25.39.563411000 PM,"Premium",132,1
3617,"+251703151594","+251747193125",16-OCT-22 01.07.12.389791000 PM,"Local",139,0.1
3618,"+251703151594","+251782440649",10-NOV-22 06.58.49.408913000 AM,"Local",82,0.1
3619,"+251716763231","+251791742030",21-JUN-23 11.32.43.504807000 PM,"Premium",46,1
3620,"+251716763231","+251767226433",04-AUG-23 01.18.00.937989000 AM,"International",93,0.5
3621,"+251729586563","+251715314705",31-AUG-25 07.42.29.060924000 PM,"Local",11,0.1
3622,"+251729586563","+251746513483",03-NOV-25 08.04.07.224390000 PM,"Local",129,0.1
3623,"+251729586563","+251767926938",25-NOV-25 04.22.42.097081000 AM,"Premium",96,1
3624,"+251729586563","+251724001908",22-SEP-25 12.49.11.039815000 AM,"Local",93,0.1
3625,"+25173225216.","+251777660184",01-OCT-22 07.37.57.285418000 AM,"Local",143,0.1
3626,"+25173225216.","+251759628470",04-DEC-22 11.55.10.025027000 PM,"Local",13,0.1
3627,"+25174874437.","+251798294102",14-SEP-23 02.00.43.420552000 PM,"Local",150,0.1
3628,"+25174874437.","+251717972042",18-OCT-23 03.06.23.525485000 AM,"Local",22,0.1
3629,"+25174874437.","+251739525646",27-JUL-23 03.43.07.421500000 PM,"Local",86,0.1
3630,"+25174874437.","+251775158443",23-SEP-23 03.48.57.256706000 AM,"International",119,0.5
3631,"+25174874437.","+251774236314",02-NOV-23 12.25.06.710194000 PM,"International",130,0.5
3632,"+251759473759","+251703151594",05-OCT-25 03.27.25.401257000 PM,"Premium",151,1
3633,"+251759473759","+251797843183",19-OCT-25 09.42.44.972470000 AM,"Premium",115,1
3634,"+251759473759","+251754003201",03-JAN-26 04.55.34.126507000 AM,"Local",95,0.1
3635,"+251762717532","+25176659850.",09-SEP-23 09.55.19.408592000 AM,"Local",39,0.1
3636,"+251762717532","+251785213192",08-SEP-23 08.00.22.288575000 PM,"Local",147,0.1
3637,"+251762717532","+251785662917",15-OCT-23 12.48.17.267652000 AM,"Local",121,0.1
3638,"+251762717532","+251710787945",27-OCT-23 04.41.18.604157000 PM,"Local",37,0.1
3639,"+251774630364","+251759894021",10-DEC-25 04.40.01.118013000 PM,"Local",33,0.1
3640,"+251774630364","+251733727629",20-NOV-25 02.18.48.603503000 PM,"Local",87,0.1
3641,"+251785961034","+251721839705",19-AUG-24 12.46.41.892040000 AM,"Local",71,0.1
3642,"+251785961034","+251705059121",20-AUG-24 05.53.58.947275000 AM,"Local",61,0.1
3643,"+251785961034","+251753363399",23-JUL-24 05.29.25.990952000 PM,"Local",123,0.1
3644,"+251785961034","+251755786340",01-JUL-24 01.18.52.704242000 AM,"Local",87,0.1
3645,"+251731402580","+251729784362",14-SEP-25 03.27.34.504848000 AM,"Local",30,0.1
3646,"+251731402580","+251758207688",20-JUL-25 06.48.15.077522000 PM,"Local",27,0.1
3647,"+251748745763","+251765230502",16-AUG-24 07.29.12.207614000 AM,"Local",27,0.1
3648,"+251748745763","+251716668226",10-SEP-24 02.39.51.247493000 PM,"Local",53,0.1
3649,"+251748745763","+251735350377",25-JUN-24 08.19.05.985593000 PM,"Local",28,0.1
3650,"+251757390030","+251778578958",15-MAY-24 09.35.26.354689000 AM,"Local",117,0.1
3651,"+251757390030","+251723761809",14-MAY-24 11.58.28.533577000 PM,"Local",57,0.1
3652,"+251761528698","+251733817892",22-MAR-23 05.37.23.845688000 PM,"Local",89,0.1
3653,"+251761528698","+251729248267",23-MAR-23 10.16.26.728325000 AM,"Premium",104,1
3654,"+251761528698","+251731778523",01-MAR-23 02.23.18.932392000 PM,"Local",55,0.1
3655,"+251774919995","+251751209973",19-NOV-24 06.24.33.560141000 AM,"Local",113,0.1
3656,"+251774919995","+251744064048",25-NOV-24 09.53.22.790076000 PM,"Local",141,0.1
3657,"+251774919995","+251741087595",25-OCT-24 12.17.10.975984000 PM,"International",111,0.5
3658,"+251774919995","+25174362907.",25-NOV-24 03.31.49.916539000 PM,"Local",59,0.1
3659,"+251774919995","+251703944905",14-NOV-24 05.39.27.018321000 PM,"Local",56,0.1
3660,"+251783790735","+251769322727",18-NOV-25 10.49.33.666111000 AM,"Premium",16,1
3661,"+251783790735","+251733978816",25-NOV-25 05.38.26.386776000 AM,"Local",10,0.1
3662,"+251783790735","+251716870696",20-AUG-25 12.07.15.337826000 AM,"Premium",104,1
3663,"+251783790735","+251778679556",12-OCT-25 05.12.48.810812000 PM,"Local",56,0.1
3664,"+251783790735","+251737877837",18-OCT-25 01.31.36.995408000 PM,"Local",147,0.1
3665,"+251795484458","+251763665214",18-APR-25 03.24.24.517064000 AM,"Local",142,0.1
3666,"+251795484458","+251771798825",09-MAR-25 11.46.43.240447000 AM,"Local",123,0.1
3667,"+251702553079","+251700606716",10-NOV-25 10.05.32.985971000 AM,"Local",118,0.1
3668,"+251702553079","+251791548925",10-OCT-25 12.29.53.828300000 PM,"Local",93,0.1
3669,"+251702553079","+251736981774",20-JAN-26 09.58.48.636682000 PM,"Local",83,0.1
3670,"+251702553079","+251744260860",17-NOV-25 12.26.47.847430000 AM,"Premium",111,1
3671,"+251713349784","+251714345069",24-DEC-24 08.28.22.933826000 PM,"Local",148,0.1
3672,"+251713349784","+251743962990",02-OCT-24 03.44.35.534976000 AM,"Local",134,0.1
3673,"+251725826328","+251725061689",29-JUL-25 07.55.32.706915000 PM,"Local",30,0.1
3674,"+251725826328","+251755039297",07-AUG-25 05.09.24.699499000 PM,"Local",127,0.1
3675,"+251725826328","+251793082447",04-SEP-25 12.52.02.580428000 PM,"Premium",122,1
3676,"+251725826328","+251785889521",12-SEP-25 03.16.10.442431000 AM,"Local",115,0.1
3677,"+251732367129","+251746936992",20-OCT-22 05.19.56.899046000 AM,"Local",109,0.1
3678,"+251732367129","+251791957300",01-OCT-22 01.40.16.784196000 PM,"Local",117,0.1
3679,"+251744738707","+251752510798",10-JAN-24 07.29.21.484569000 AM,"Local",10,0.1
3680,"+251744738707","+251755414416",22-NOV-23 07.51.11.742369000 AM,"Local",157,0.1
3681,"+251744738707","+25176236515.",29-DEC-23 02.46.26.512332000 PM,"Local",116,0.1
3682,"+251744738707","+251736076612",09-FEB-24 06.35.45.150258000 AM,"Local",87,0.1
3683,"+251753013572","+251753621300",15-JUN-25 01.51.46.445869000 AM,"Local",100,0.1
3684,"+251753013572","+251788088303",14-MAY-25 01.53.23.717922000 PM,"Local",150,0.1
3685,"+251753013572","+251781235770",20-JUL-25 01.01.52.516797000 AM,"Local",138,0.1
3686,"+251753013572","+251735041075",03-JUN-25 04.21.08.742319000 PM,"Local",84,0.1
3687,"+251753013572","+251769082228",08-JUL-25 08.20.57.342865000 AM,"Local",120,0.1
3688,"+251764038168","+251773429962",31-JUL-25 01.56.52.264484000 AM,"Local",97,0.1
3689,"+251764038168","+251733764746",20-SEP-25 03.16.34.510830000 PM,"Local",67,0.1
3690,"+251764038168","+251748287877",25-SEP-25 02.33.21.076346000 PM,"Local",13,0.1
3691,"+251771846077","+251795830817",03-JUN-23 04.27.05.488617000 AM,"Local",108,0.1
3692,"+251771846077","+251739187122",27-APR-23 02.47.23.724335000 PM,"Local",45,0.1
3693,"+251771846077","+251719880073",29-JUN-23 12.06.30.642840000 PM,"Local",121,0.1
3694,"+251788345187","+251771641115",08-APR-25 11.54.23.649950000 PM,"Local",117,0.1
3695,"+251788345187","+251744601646",06-APR-25 01.12.56.150219000 PM,"Local",32,0.1
3696,"+251794170829","+251771770373",15-AUG-23 12.33.57.878632000 PM,"Local",131,0.1
3697,"+251794170829","+251779757542",30-JUL-23 08.28.50.865837000 AM,"Local",86,0.1
3698,"+251794170829","+251744064048",23-SEP-23 08.38.43.762061000 PM,"Local",30,0.1
3699,"+251794170829","+251732175728",15-JUL-23 11.20.57.037007000 PM,"Premium",16,1
3700,"+251794170829","+251776620581",26-JUL-23 08.19.45.435814000 AM,"Premium",39,1
3701,"+251739928201","+251787035513",07-SEP-23 01.12.01.669765000 AM,"Local",51,0.1
3702,"+251739928201","+251748506778",17-AUG-23 05.12.24.840005000 AM,"Premium",67,1
3703,"+251739928201","+251746222109",28-JUL-23 08.08.32.677819000 AM,"Local",130,0.1
3704,"+251747880961","+251757086817",14-APR-25 02.45.27.396177000 AM,"Local",17,0.1
3705,"+251747880961","+251759334275",15-JAN-25 09.14.04.604853000 AM,"Premium",10,1
3706,"+251747880961","+251797278616",16-JAN-25 06.07.02.659934000 AM,"International",44,0.5
3707,"+251757844251","+251752175540",08-MAY-25 08.15.18.101422000 PM,"Local",94,0.1
3708,"+251757844251","+251786578226",29-JUN-25 11.24.54.081941000 PM,"Local",99,0.1
3709,"+251757844251","+251750540625",22-MAR-25 08.21.36.148366000 AM,"International",36,0.5
3710,"+251757844251","+251722754922",09-APR-25 01.45.53.967405000 AM,"Local",83,0.1
3711,"+251757844251","+251799990827",16-MAY-25 06.48.56.849488000 AM,"Local",120,0.1
3712,"+251767574903","+251774278894",12-SEP-23 01.15.40.556755000 AM,"Local",121,0.1
3713,"+251767574903","+251781905410",07-NOV-23 12.43.42.630645000 AM,"Premium",82,1
3714,"+251767574903","+251765649268",12-DEC-23 09.59.26.814427000 AM,"Local",156,0.1
3715,"+251767574903","+251756269363",09-DEC-23 05.57.23.808723000 PM,"Local",30,0.1
3716,"+251767574903","+251716468200",04-SEP-23 03.51.56.565402000 PM,"Local",102,0.1
3717,"+251774236314","+251773086.30",05-AUG-25 07.10.13.636443000 AM,"Local",108,0.1
3718,"+251774236314","+251774953181",26-SEP-25 11.39.58.233307000 PM,"Local",98,0.1
3719,"+251774236314","+251742056909",11-NOV-25 09.13.58.358450000 AM,"Local",117,0.1
3720,"+251774236314","+251757020757",02-AUG-25 06.52.54.481850000 PM,"Local",109,0.1
3721,"+251786894147","+251788954588",28-JUN-25 11.58.13.646388000 AM,"Local",80,0.1
3722,"+251786894147","+251753425414",30-JUL-25 01.51.42.211987000 AM,"Local",32,0.1
3723,"+251786894147","+251772099003",06-SEP-25 06.43.05.471646000 PM,"Local",28,0.1
3724,"+251799817235","+251731189538",02-JAN-26 01.37.34.944791000 AM,"Local",64,0.1
3725,"+251799817235","+251749875322",03-NOV-25 11.19.56.442220000 PM,"Local",111,0.1
3726,"+251799817235","+251718678727",31-DEC-25 12.00.00.000000000 AM,"Local",94,0.1
3727,"+251799817235","+251740358798",31-DEC-25 12.00.00.000000000 AM,"Local",74,0.1
3728,"+251705532789","+251735133101",21-MAY-24 06.24.49.260133000 PM,"Local",31,0.1
3729,"+251705532789","+251718482533",04-APR-24 02.51.05.437694000 PM,"Local",31,0.1
3730,"+251705532789","+25178953613.",05-MAY-24 10.26.27.498016000 AM,"Local",24,0.1
3731,"+251716255705","+251735673978",30-AUG-23 07.59.38.754876000 PM,"Local",57,0.1
3732,"+251716255705","+251768541260",27-AUG-23 06.30.56.591693000 PM,"Local",113,0.1
3733,"+251723577317","+251796312201",21-OCT-25 07.16.25.518670000 AM,"Local",154,0.1
3734,"+251723577317","+251753276413",29-JAN-26 06.31.22.026152000 PM,"Local",18,0.1
3735,"+251723577317","+251772053764",10-DEC-25 02.35.35.499428000 AM,"Local",136,0.1
3736,"+251723577317","+251773495148",24-OCT-25 07.07.15.352107000 PM,"Local",113,0.1
3737,"+251723577317","+251777259810",01-NOV-25 05.34.22.788250000 PM,"Local",29,0.1
3738,"+251736871314","+251705895320",31-DEC-25 12.00.00.000000000 AM,"Local",53,0.1
3739,"+251736871314","+251754650944",31-DEC-25 12.00.00.000000000 AM,"International",58,0.5
3740,"+251748334532","+251748172099",10-OCT-25 11.18.11.190522000 AM,"Local",102,0.1
3741,"+251748334532","+25179275206.",06-OCT-25 08.47.06.308610000 AM,"Local",68,0.1
3742,"+251748334532","+251795201828",10-DEC-25 02.03.40.158399000 PM,"Local",160,0.1
3743,"+251748334532","+251769032766",27-NOV-25 07.12.56.174545000 AM,"Local",61,0.1
3744,"+251748334532","+251739960522",28-SEP-25 05.03.25.192200000 PM,"Local",39,0.1
3745,"+251758875771","+251718437530",11-JUL-23 08.21.34.154466000 PM,"Local",76,0.1
3746,"+251758875771","+251732079797",14-AUG-23 12.47.19.608104000 AM,"International",137,0.5
3747,"+251758875771","+251794923432",05-AUG-23 09.47.18.000517000 PM,"International",19,0.5
3748,"+251769011794","+251726365186",01-MAR-25 06.01.13.583610000 AM,"Local",73,0.1
3749,"+251769011794","+251752999511",02-FEB-25 07.31.54.836936000 AM,"Premium",48,1
3750,"+251772439172","+251777331270",14-APR-23 04.28.09.238195000 PM,"Local",158,0.1
3751,"+251772439172","+251722605178",28-FEB-23 08.18.49.114543000 AM,"Local",21,0.1
3752,"+251772439172","+251785662917",29-APR-23 06.25.10.173707000 PM,"Local",123,0.1
3753,"+251772439172","+251747714536",26-APR-23 02.35.22.945448000 PM,"Local",85,0.1
3754,"+251782990124","+251723063341",30-DEC-23 10.41.10.126939000 AM,"Premium",43,1
3755,"+251782990124","+251701199788",02-DEC-23 09.43.44.500601000 PM,"Local",99,0.1
3756,"+251782990124","+251759074146",29-NOV-23 12.23.26.156894000 PM,"Local",150,0.1
3757,"+251782990124","+251754053020",08-NOV-23 06.23.40.886018000 PM,"Local",112,0.1
3758,"+251782990124","+251758306667",29-DEC-23 09.22.33.737563000 PM,"Premium",103,1
3759,"+251798448784","+251774658659",23-NOV-23 06.24.36.148317000 PM,"Local",91,0.1
3760,"+251798448784","+251748006231",27-JAN-24 03.07.45.536744000 PM,"Local",86,0.1
3761,"+251798448784","+251723905051",31-JAN-24 06.32.33.409250000 AM,"Local",61,0.1
3762,"+251798448784","+251719429079",25-NOV-23 11.06.15.056656000 AM,"Local",89,0.1
3763,"+251736521616","+251775023567",03-JAN-23 12.43.08.054142000 PM,"Local",21,0.1
3764,"+251736521616","+251764604345",18-MAR-23 06.56.05.153014000 PM,"Local",121,0.1
3765,"+251746662015","+251721333739",12-MAR-23 10.33.07.071244000 PM,"Local",151,0.1
3766,"+251746662015","+251747989532",02-MAR-23 04.37.04.875881000 PM,"Local",141,0.1
3767,"+251746662015","+251755855241",25-APR-23 01.28.56.840502000 AM,"Local",47,0.1
3768,"+251751167225","+251757599727",10-MAR-24 11.28.40.643855000 AM,"Premium",17,1
3769,"+251751167225","+251752633709",18-FEB-24 08.33.51.438577000 PM,"Local",16,0.1
3770,"+251751167225","+251734305408",30-DEC-23 11.12.55.085981000 AM,"Local",145,0.1
3771,"+251751167225","+251752322634",31-DEC-23 05.54.19.116225000 PM,"Local",22,0.1
3772,"+251751167225","+251794058745",15-JAN-24 05.00.50.993037000 PM,"Local",152,0.1
3773,"+251761422270","+251784762676",20-DEC-22 06.06.49.569876000 AM,"Local",25,0.1
3774,"+251761422270","+251791558868",03-JAN-23 08.07.00.264716000 AM,"Local",86,0.1
3775,"+251775291504","+251712247803",23-MAY-23 07.32.07.882944000 PM,"Local",135,0.1
3776,"+251775291504","+251712765658",16-MAY-23 04.06.25.807603000 PM,"Local",108,0.1
3777,"+251775291504","+251745149312",02-AUG-23 04.26.19.528170000 AM,"Local",78,0.1
3778,"+251775291504","+251738753191",11-AUG-23 11.57.42.541700000 PM,"Local",22,0.1
3779,"+251775291504","+251753552486",04-MAY-23 05.56.08.198321000 AM,"Local",18,0.1
3780,"+251789501071","+251780497547",15-AUG-25 09.31.03.120175000 PM,"Local",54,0.1
3781,"+251789501071","+251789670492",25-AUG-25 11.44.50.090320000 PM,"Local",112,0.1
3782,"+251789501071","+251797321653",10-JUN-25 08.09.16.679821000 AM,"Local",145,0.1
3783,"+251789501071","+251734314528",13-MAY-25 11.57.17.864344000 PM,"Local",148,0.1
3784,"+251794946861","+251718797247",08-FEB-25 08.33.51.392241000 AM,"Local",78,0.1
3785,"+251794946861","+25176159255.",24-APR-25 12.07.40.087893000 PM,"Local",96,0.1
3786,"+251702888667","+251727226830",25-NOV-25 09.17.59.092147000 AM,"Premium",59,1
3787,"+251702888667","+251705895041",27-NOV-25 07.22.21.678340000 AM,"Local",91,0.1
3788,"+251702888667","+251772254279",10-SEP-25 10.25.27.796916000 AM,"Local",14,0.1
3789,"+251702888667","+251758466331",25-SEP-25 01.11.15.940802000 PM,"Local",106,0.1
3790,"+251714613604","+251779147200",16-MAR-25 07.02.55.280303000 AM,"Local",98,0.1
3791,"+251714613604","+251741417318",20-MAR-25 03.09.00.941464000 AM,"Local",134,0.1
3792,"+251723732968","+251772612827",30-NOV-22 04.39.51.529116000 AM,"Premium",158,1
3793,"+251723732968","+251702888667",07-DEC-22 01.44.02.107464000 PM,"Local",157,0.1
3794,"+251723732968","+251793082447",02-NOV-22 01.27.02.076718000 PM,"Local",82,0.1
3795,"+251723732968","+251765315857",03-DEC-22 11.43.07.231428000 PM,"Local",87,0.1
3796,"+251723732968","+251787881584",19-OCT-22 05.08.14.290917000 AM,"Local",123,0.1
3797,"+251739052964","+251721339434",16-OCT-22 04.30.18.604106000 PM,"Local",140,0.1
3798,"+251739052964","+251754491666",03-NOV-22 01.00.19.181434000 PM,"Local",105,0.1
3799,"+251746357112","+251742896911",30-AUG-23 05.09.13.238701000 PM,"Local",51,0.1
3800,"+251746357112","+251793600181",26-OCT-23 05.24.17.823722000 PM,"Local",131,0.1
