"CUSTOMER_ID","MSISDN","CUSTOMER_NAME","REGION","ZONE","CITY","REGISTRATION_DATE","CUSTOMER_TYPE","TARIFF_PLAN","ACCOUNT_STATUS"
994,"+251743794525","Omor Ahmed","SNNPR","Gurage","Wolkite",29-DEC-23,"Prepaid","Student","Active"
995,"+251756661779","Saba Mesfin","Dire Dawa","City","Dire Dawa",10-OCT-25,"Prepaid","Basic","Active"
996,"+251767158859","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",09-MAR-25,"Prepaid","Standard","Active"
997,"+251775034977","Urge Teshome","Oromia","East","Adama",31-MAR-24,"Prepaid","Premium","Active"
998,"+251781225004","Wendimu Michael","Amhara","North","Bahir Dar",29-MAY-24,"Prepaid","Business","Active"
999,"+25179947122.","Yordanos Worku","Tigray","Central","Mekelle",13-AUG-24,"Prepaid","Student","Active"
1000,"+251703556720","Alemayehu Bekele","SNNPR","Gurage","Wolkite",30-DEC-23,"Postpaid","Basic","Suspended"
1001,"+25171116801.","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",29-JUL-23,"Hybrid","Standard","Terminated"
1002,"+251725832550","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",09-NOV-23,"Prepaid","Premium","Inactive"
1003,"+251733705389","Dereje Haile","Oromia","East","Adama",22-MAR-25,"Prepaid","Business","Active"
1004,"+251748679963","Eleni Solomon","Amhara","North","Bahir Dar",04-MAY-23,"Prepaid","Student","Active"
1005,"+251758127966","Fasil Mengistu","Tigray","Central","Mekelle",08-DEC-22,"Prepaid","Basic","Active"
1006,"+251762400530","Genet Abebe","SNNPR","Gurage","Wolkite",07-JUL-24,"Prepaid","Standard","Active"
1007,"+251772993186","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",29-JAN-23,"Prepaid","Premium","Active"
1008,"+251781353882","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",23-OCT-22,"Prepaid","Business","Active"
1009,"+251797108040","Jemal Hussein","Oromia","East","Adama",01-JAN-26,"Prepaid","Student","Active"
1010,"+251702597407","Kalkidan Yohannes","Amhara","North","Bahir Dar",16-SEP-25,"Postpaid","Basic","Active"
1011,"+25171322111.","Liya Getahun","Tigray","Central","Mekelle",01-MAR-25,"Hybrid","Standard","Active"
1012,"+251727249757","Mulualem Assefa","SNNPR","Gurage","Wolkite",09-JUN-23,"Prepaid","Premium","Active"
1013,"+251739262606","Nardos Daniel","Dire Dawa","City","Dire Dawa",11-MAY-24,"Prepaid","Business","Active"
1014,"+251745099379","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",07-DEC-22,"Prepaid","Student","Active"
859,"+251797869924","Yordanos Worku","Oromia","East","Adama",10-DEC-24,"Prepaid","Student","Active"
860,"+251708849900","Alemayehu Bekele","Amhara","North","Bahir Dar",25-JUL-23,"Postpaid","Basic","Suspended"
861,"+251712380008","Biruk Tesfaye","Tigray","Central","Mekelle",06-AUG-22,"Hybrid","Standard","Terminated"
862,"+251729667142","Chaltu Girma","SNNPR","Gurage","Wolkite",07-MAY-23,"Prepaid","Premium","Inactive"
863,"+251731381432","Dereje Haile","Dire Dawa","City","Dire Dawa",24-JAN-24,"Prepaid","Business","Active"
864,"+251741292263","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",13-SEP-23,"Prepaid","Student","Active"
865,"+251753777486","Fasil Mengistu","Oromia","East","Adama",08-SEP-25,"Prepaid","Basic","Active"
866,"+251769422924","Genet Abebe","Amhara","North","Bahir Dar",31-MAR-24,"Prepaid","Standard","Active"
867,"+25177187612.","Habtamu Tadesse","Tigray","Central","Mekelle",03-DEC-22,"Prepaid","Premium","Active"
868,"+251789650357","Imani Mohammed","SNNPR","Gurage","Wolkite",18-MAR-24,"Prepaid","Business","Active"
869,"+251796609579","Jemal Hussein","Dire Dawa","City","Dire Dawa",08-JUN-23,"Prepaid","Student","Active"
870,"+251702584792","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",01-NOV-25,"Postpaid","Basic","Active"
871,"+251717538319","Liya Getahun","Oromia","East","Adama",08-MAY-23,"Hybrid","Standard","Active"
872,"+251729096881","Mulualem Assefa","Amhara","North","Bahir Dar",19-APR-23,"Prepaid","Premium","Active"
873,"+251731594587","Nardos Daniel","Tigray","Central","Mekelle",24-MAR-23,"Prepaid","Business","Active"
874,"+251748506778","Omor Ahmed","SNNPR","Gurage","Wolkite",13-MAR-23,"Prepaid","Student","Active"
875,"+251759575948","Saba Mesfin","Dire Dawa","City","Dire Dawa",22-APR-24,"Prepaid","Basic","Active"
876,"+251769449381","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",23-AUG-22,"Prepaid","Standard","Active"
877,"+251774497860","Urge Teshome","Oromia","East","Adama",22-JUL-23,"Prepaid","Premium","Active"
878,"+251782440649","Wendimu Michael","Amhara","North","Bahir Dar",23-MAY-25,"Prepaid","Business","Active"
879,"+251796487647","Yordanos Worku","Tigray","Central","Mekelle",19-NOV-22,"Prepaid","Student","Active"
880,"+251702147556","Alemayehu Bekele","SNNPR","Gurage","Wolkite",18-DEC-23,"Postpaid","Basic","Suspended"
881,"+251719172316","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",07-SEP-22,"Hybrid","Standard","Terminated"
882,"+251727552753","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",30-NOV-25,"Prepaid","Premium","Inactive"
883,"+2517311287.2","Dereje Haile","Oromia","East","Adama",26-MAY-23,"Prepaid","Business","Active"
884,"+251747714536","Eleni Solomon","Amhara","North","Bahir Dar",04-JAN-23,"Prepaid","Student","Active"
885,"+251751816410","Fasil Mengistu","Tigray","Central","Mekelle",12-JUL-25,"Prepaid","Basic","Active"
886,"+251764859611","Genet Abebe","SNNPR","Gurage","Wolkite",12-JUN-24,"Prepaid","Standard","Active"
887,"+251779071520","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",28-APR-25,"Prepaid","Premium","Active"
888,"+251784927087","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",14-DEC-23,"Prepaid","Business","Active"
889,"+251791915609","Jemal Hussein","Oromia","East","Adama",26-MAY-25,"Prepaid","Student","Active"
890,"+251703994281","Kalkidan Yohannes","Amhara","North","Bahir Dar",29-NOV-22,"Postpaid","Basic","Active"
891,"+251719300952","Liya Getahun","Tigray","Central","Mekelle",02-NOV-22,"Hybrid","Standard","Active"
892,"+251723419401","Mulualem Assefa","SNNPR","Gurage","Wolkite",08-JUN-25,"Prepaid","Premium","Active"
893,"+251731818741","Nardos Daniel","Dire Dawa","City","Dire Dawa",23-MAR-23,"Prepaid","Business","Active"
894,"+251742973325","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",19-NOV-24,"Prepaid","Student","Active"
895,"+251751865328","Saba Mesfin","Oromia","East","Adama",15-MAR-23,"Prepaid","Basic","Active"
896,"+251768727131","Tedros Kebede","Amhara","North","Bahir Dar",29-JUL-24,"Prepaid","Standard","Active"
897,"+251772767384","Urge Teshome","Tigray","Central","Mekelle",18-AUG-22,"Prepaid","Premium","Active"
898,"+251789095653","Wendimu Michael","SNNPR","Gurage","Wolkite",09-MAR-25,"Prepaid","Business","Active"
899,"+251794592679","Yordanos Worku","Dire Dawa","City","Dire Dawa",06-DEC-24,"Prepaid","Student","Active"
900,"+251703318155","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",04-OCT-23,"Postpaid","Basic","Suspended"
901,"+25171418837.","Biruk Tesfaye","Oromia","East","Adama",29-SEP-23,"Hybrid","Standard","Terminated"
902,"+251727187013","Chaltu Girma","Amhara","North","Bahir Dar",25-JUL-25,"Prepaid","Premium","Inactive"
903,"+251732951864","Dereje Haile","Tigray","Central","Mekelle",03-FEB-24,"Prepaid","Business","Active"
904,"+251744152085","Eleni Solomon","SNNPR","Gurage","Wolkite",17-OCT-24,"Prepaid","Student","Active"
905,"+25175992657.","Fasil Mengistu","Dire Dawa","City","Dire Dawa",19-OCT-24,"Prepaid","Basic","Active"
906,"+251769102043","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",30-JUL-24,"Prepaid","Standard","Active"
907,"+251771620470","Habtamu Tadesse","Oromia","East","Adama",02-JUL-24,"Prepaid","Premium","Active"
908,"+251782278048","Imani Mohammed","Amhara","North","Bahir Dar",03-DEC-22,"Prepaid","Business","Active"
909,"+251792160934","Jemal Hussein","Tigray","Central","Mekelle",06-OCT-22,"Prepaid","Student","Active"
910,"+251706336630","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",25-MAR-23,"Postpaid","Basic","Active"
911,"+251714165803","Liya Getahun","Dire Dawa","City","Dire Dawa",20-OCT-24,"Hybrid","Standard","Active"
912,"+251727021838","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",29-FEB-24,"Prepaid","Premium","Active"
913,"+251738683371","Nardos Daniel","Oromia","East","Adama",12-DEC-23,"Prepaid","Business","Active"
914,"+251742957849","Omor Ahmed","Amhara","North","Bahir Dar",05-NOV-23,"Prepaid","Student","Active"
915,"+251754758200","Saba Mesfin","Tigray","Central","Mekelle",04-JUN-25,"Prepaid","Basic","Active"
916,"+251767385590","Tedros Kebede","SNNPR","Gurage","Wolkite",22-MAY-23,"Prepaid","Standard","Active"
917,"+251771540311","Urge Teshome","Dire Dawa","City","Dire Dawa",27-DEC-22,"Prepaid","Premium","Active"
918,"+251789604850","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",11-MAY-23,"Prepaid","Business","Active"
919,"+251795118113","Yordanos Worku","Oromia","East","Adama",12-MAR-25,"Prepaid","Student","Active"
920,"+251704688816","Alemayehu Bekele","Amhara","North","Bahir Dar",21-JUL-23,"Postpaid","Basic","Suspended"
921,"+251718298502","Biruk Tesfaye","Tigray","Central","Mekelle",19-APR-23,"Hybrid","Standard","Terminated"
922,"+251722463860","Chaltu Girma","SNNPR","Gurage","Wolkite",14-OCT-23,"Prepaid","Premium","Inactive"
923,"+251737364870","Dereje Haile","Dire Dawa","City","Dire Dawa",05-DEC-22,"Prepaid","Business","Active"
924,"+251746772953","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",12-APR-24,"Prepaid","Student","Active"
925,"+25175663623.","Fasil Mengistu","Oromia","East","Adama",15-JUN-24,"Prepaid","Basic","Active"
926,"+251769426219","Genet Abebe","Amhara","North","Bahir Dar",08-AUG-25,"Prepaid","Standard","Active"
927,"+251773253086","Habtamu Tadesse","Tigray","Central","Mekelle",12-SEP-22,"Prepaid","Premium","Active"
928,"+251787994789","Imani Mohammed","SNNPR","Gurage","Wolkite",20-SEP-25,"Prepaid","Business","Active"
929,"+251797321653","Jemal Hussein","Dire Dawa","City","Dire Dawa",19-AUG-22,"Prepaid","Student","Active"
930,"+251702311670","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",29-MAR-25,"Postpaid","Basic","Active"
931,"+251712621712","Liya Getahun","Oromia","East","Adama",10-FEB-23,"Hybrid","Standard","Active"
932,"+251728747915","Mulualem Assefa","Amhara","North","Bahir Dar",16-JUN-23,"Prepaid","Premium","Active"
933,"+251737616224","Nardos Daniel","Tigray","Central","Mekelle",02-AUG-25,"Prepaid","Business","Active"
934,"+251748041417","Omor Ahmed","SNNPR","Gurage","Wolkite",27-NOV-24,"Prepaid","Student","Active"
935,"+251753138442","Saba Mesfin","Dire Dawa","City","Dire Dawa",25-DEC-24,"Prepaid","Basic","Active"
936,"+251763802454","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",27-SEP-22,"Prepaid","Standard","Active"
781,"+251716443817","Biruk Tesfaye","Oromia","East","Adama",29-JUN-25,"Hybrid","Standard","Terminated"
782,"+251725747486","Chaltu Girma","Amhara","North","Bahir Dar",12-AUG-23,"Prepaid","Premium","Inactive"
783,"+251731685658","Dereje Haile","Tigray","Central","Mekelle",22-SEP-25,"Prepaid","Business","Active"
784,"+251745105864","Eleni Solomon","SNNPR","Gurage","Wolkite",05-MAR-24,"Prepaid","Student","Active"
785,"+251755102600","Fasil Mengistu","Dire Dawa","City","Dire Dawa",18-FEB-23,"Prepaid","Basic","Active"
786,"+251761690813","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",08-JAN-25,"Prepaid","Standard","Active"
787,"+251775521604","Habtamu Tadesse","Oromia","East","Adama",02-OCT-22,"Prepaid","Premium","Active"
788,"+25178949421.","Imani Mohammed","Amhara","North","Bahir Dar",13-DEC-25,"Prepaid","Business","Active"
789,"+251792845110","Jemal Hussein","Tigray","Central","Mekelle",09-JUL-23,"Prepaid","Student","Active"
790,"+251703175025","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",17-NOV-24,"Postpaid","Basic","Active"
791,"+251718913355","Liya Getahun","Dire Dawa","City","Dire Dawa",19-OCT-22,"Hybrid","Standard","Active"
792,"+251726084756","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",04-JUL-24,"Prepaid","Premium","Active"
793,"+251738284816","Nardos Daniel","Oromia","East","Adama",28-APR-24,"Prepaid","Business","Active"
794,"+251742031265","Omor Ahmed","Amhara","North","Bahir Dar",26-AUG-24,"Prepaid","Student","Active"
795,"+251757596853","Saba Mesfin","Tigray","Central","Mekelle",25-MAY-25,"Prepaid","Basic","Active"
796,"+251764848550","Tedros Kebede","SNNPR","Gurage","Wolkite",18-OCT-25,"Prepaid","Standard","Active"
797,"+251771402532","Urge Teshome","Dire Dawa","City","Dire Dawa",16-JUL-24,"Prepaid","Premium","Active"
798,"+251781905410","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",27-APR-24,"Prepaid","Business","Active"
799,"+251794397332","Yordanos Worku","Oromia","East","Adama",15-MAR-24,"Prepaid","Student","Active"
800,"+251707533177","Alemayehu Bekele","Amhara","North","Bahir Dar",20-DEC-22,"Postpaid","Basic","Suspended"
801,"+251714689329","Biruk Tesfaye","Tigray","Central","Mekelle",08-APR-24,"Hybrid","Standard","Terminated"
802,"+251726079728","Chaltu Girma","SNNPR","Gurage","Wolkite",13-APR-25,"Prepaid","Premium","Inactive"
803,"+25173898289.","Dereje Haile","Dire Dawa","City","Dire Dawa",27-DEC-24,"Prepaid","Business","Active"
804,"+251748467699","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",18-DEC-25,"Prepaid","Student","Active"
805,"+251755127241","Fasil Mengistu","Oromia","East","Adama",13-SEP-24,"Prepaid","Basic","Active"
806,"+251765634410","Genet Abebe","Amhara","North","Bahir Dar",27-JAN-24,"Prepaid","Standard","Active"
807,"+251778969048","Habtamu Tadesse","Tigray","Central","Mekelle",17-NOV-23,"Prepaid","Premium","Active"
808,"+251783262467","Imani Mohammed","SNNPR","Gurage","Wolkite",18-MAR-24,"Prepaid","Business","Active"
809,"+251793492276","Jemal Hussein","Dire Dawa","City","Dire Dawa",07-APR-25,"Prepaid","Student","Active"
810,"+251708997582","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",13-OCT-25,"Postpaid","Basic","Active"
811,"+251717279317","Liya Getahun","Oromia","East","Adama",06-JAN-26,"Hybrid","Standard","Active"
812,"+251723944748","Mulualem Assefa","Amhara","North","Bahir Dar",28-OCT-24,"Prepaid","Premium","Active"
813,"+251737283491","Nardos Daniel","Tigray","Central","Mekelle",28-OCT-23,"Prepaid","Business","Active"
814,"+251742113368","Omor Ahmed","SNNPR","Gurage","Wolkite",01-JAN-26,"Prepaid","Student","Active"
815,"+251755202043","Saba Mesfin","Dire Dawa","City","Dire Dawa",04-JUL-25,"Prepaid","Basic","Active"
816,"+25176888691.","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",07-MAR-25,"Prepaid","Standard","Active"
817,"+251777615884","Urge Teshome","Oromia","East","Adama",10-OCT-25,"Prepaid","Premium","Active"
818,"+251784497398","Wendimu Michael","Amhara","North","Bahir Dar",19-DEC-25,"Prepaid","Business","Active"
819,"+251797616644","Yordanos Worku","Tigray","Central","Mekelle",25-FEB-24,"Prepaid","Student","Active"
820,"+251705389747","Alemayehu Bekele","SNNPR","Gurage","Wolkite",04-OCT-23,"Postpaid","Basic","Suspended"
821,"+251711199480","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",23-MAR-25,"Hybrid","Standard","Terminated"
822,"+25172324641.","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",05-NOV-24,"Prepaid","Premium","Inactive"
823,"+251731918470","Dereje Haile","Oromia","East","Adama",18-MAY-25,"Prepaid","Business","Active"
824,"+251744051087","Eleni Solomon","Amhara","North","Bahir Dar",08-APR-24,"Prepaid","Student","Active"
825,"+251753461220","Fasil Mengistu","Tigray","Central","Mekelle",22-NOV-22,"Prepaid","Basic","Active"
826,"+251764323900","Genet Abebe","SNNPR","Gurage","Wolkite",28-FEB-23,"Prepaid","Standard","Active"
827,"+251774658659","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",03-FEB-23,"Prepaid","Premium","Active"
828,"+251787624845","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",06-APR-23,"Prepaid","Business","Active"
829,"+251798490891","Jemal Hussein","Oromia","East","Adama",29-MAY-25,"Prepaid","Student","Active"
830,"+251707750801","Kalkidan Yohannes","Amhara","North","Bahir Dar",07-SEP-24,"Postpaid","Basic","Active"
831,"+251715464806","Liya Getahun","Tigray","Central","Mekelle",22-OCT-25,"Hybrid","Standard","Active"
832,"+251727339472","Mulualem Assefa","SNNPR","Gurage","Wolkite",12-JUL-23,"Prepaid","Premium","Active"
833,"+251735401027","Nardos Daniel","Dire Dawa","City","Dire Dawa",17-AUG-22,"Prepaid","Business","Active"
834,"+251744130621","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",07-NOV-24,"Prepaid","Student","Active"
835,"+251758306667","Saba Mesfin","Oromia","East","Adama",26-JUL-25,"Prepaid","Basic","Active"
836,"+251768140689","Tedros Kebede","Amhara","North","Bahir Dar",14-MAR-24,"Prepaid","Standard","Active"
837,"+251775444426","Urge Teshome","Tigray","Central","Mekelle",18-OCT-25,"Prepaid","Premium","Active"
838,"+251785848411","Wendimu Michael","SNNPR","Gurage","Wolkite",02-OCT-25,"Prepaid","Business","Active"
839,"+251798065431","Yordanos Worku","Dire Dawa","City","Dire Dawa",04-MAY-25,"Prepaid","Student","Active"
840,"+251701399939","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",02-NOV-22,"Postpaid","Basic","Suspended"
841,"+251714499214","Biruk Tesfaye","Oromia","East","Adama",20-OCT-24,"Hybrid","Standard","Terminated"
842,"+251721595586","Chaltu Girma","Amhara","North","Bahir Dar",25-DEC-25,"Prepaid","Premium","Inactive"
843,"+251739960522","Dereje Haile","Tigray","Central","Mekelle",08-JUL-25,"Prepaid","Business","Active"
844,"+251749507258","Eleni Solomon","SNNPR","Gurage","Wolkite",08-SEP-24,"Prepaid","Student","Active"
845,"+251757447848","Fasil Mengistu","Dire Dawa","City","Dire Dawa",11-MAY-23,"Prepaid","Basic","Active"
846,"+251765911977","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",24-AUG-23,"Prepaid","Standard","Active"
847,"+251773908845","Habtamu Tadesse","Oromia","East","Adama",10-JUL-23,"Prepaid","Premium","Active"
848,"+251786155181","Imani Mohammed","Amhara","North","Bahir Dar",09-NOV-24,"Prepaid","Business","Active"
849,"+251797797483","Jemal Hussein","Tigray","Central","Mekelle",13-FEB-24,"Prepaid","Student","Active"
850,"+251703151594","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",29-AUG-22,"Postpaid","Basic","Active"
851,"+251716763231","Liya Getahun","Dire Dawa","City","Dire Dawa",04-MAY-23,"Hybrid","Standard","Active"
852,"+251729586563","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",27-AUG-25,"Prepaid","Premium","Active"
853,"+25173225216.","Nardos Daniel","Oromia","East","Adama",22-AUG-22,"Prepaid","Business","Active"
854,"+25174874437.","Omor Ahmed","Amhara","North","Bahir Dar",10-JUL-23,"Prepaid","Student","Active"
855,"+251759473759","Saba Mesfin","Tigray","Central","Mekelle",11-SEP-25,"Prepaid","Basic","Active"
856,"+251762717532","Tedros Kebede","SNNPR","Gurage","Wolkite",12-AUG-23,"Prepaid","Standard","Active"
857,"+251774630364","Urge Teshome","Dire Dawa","City","Dire Dawa",21-OCT-25,"Prepaid","Premium","Active"
858,"+251785961034","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",14-JUN-24,"Prepaid","Business","Active"
703,"+251731402580","Dereje Haile","Oromia","East","Adama",26-JUN-25,"Prepaid","Business","Active"
704,"+251748745763","Eleni Solomon","Amhara","North","Bahir Dar",01-JUN-24,"Prepaid","Student","Active"
705,"+251757390030","Fasil Mengistu","Tigray","Central","Mekelle",08-MAY-24,"Prepaid","Basic","Active"
706,"+251761528698","Genet Abebe","SNNPR","Gurage","Wolkite",15-JAN-23,"Prepaid","Standard","Active"
707,"+251774919995","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",11-OCT-24,"Prepaid","Premium","Active"
708,"+251783790735","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",07-AUG-25,"Prepaid","Business","Active"
709,"+251795484458","Jemal Hussein","Oromia","East","Adama",14-FEB-25,"Prepaid","Student","Active"
710,"+251702553079","Kalkidan Yohannes","Amhara","North","Bahir Dar",02-OCT-25,"Postpaid","Basic","Active"
711,"+251713349784","Liya Getahun","Tigray","Central","Mekelle",10-SEP-24,"Hybrid","Standard","Active"
712,"+251725826328","Mulualem Assefa","SNNPR","Gurage","Wolkite",24-JUN-25,"Prepaid","Premium","Active"
713,"+251732367129","Nardos Daniel","Dire Dawa","City","Dire Dawa",01-OCT-22,"Prepaid","Business","Active"
714,"+251744738707","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",19-OCT-23,"Prepaid","Student","Active"
715,"+251753013572","Saba Mesfin","Oromia","East","Adama",14-APR-25,"Prepaid","Basic","Active"
716,"+251764038168","Tedros Kebede","Amhara","North","Bahir Dar",05-JUN-25,"Prepaid","Standard","Active"
717,"+251771846077","Urge Teshome","Tigray","Central","Mekelle",07-MAR-23,"Prepaid","Premium","Active"
718,"+251788345187","Wendimu Michael","SNNPR","Gurage","Wolkite",30-DEC-24,"Prepaid","Business","Active"
719,"+251794170829","Yordanos Worku","Dire Dawa","City","Dire Dawa",12-JUN-23,"Prepaid","Student","Active"
720,"+251708493610","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",03-SEP-22,"Postpaid","Basic","Suspended"
721,"+251711122937","Biruk Tesfaye","Oromia","East","Adama",01-MAY-24,"Hybrid","Standard","Terminated"
722,"+251728868588","Chaltu Girma","Amhara","North","Bahir Dar",22-NOV-23,"Prepaid","Premium","Inactive"
723,"+251739928201","Dereje Haile","Tigray","Central","Mekelle",21-MAY-23,"Prepaid","Business","Active"
724,"+251747880961","Eleni Solomon","SNNPR","Gurage","Wolkite",14-JAN-25,"Prepaid","Student","Active"
725,"+251757844251","Fasil Mengistu","Dire Dawa","City","Dire Dawa",19-MAR-25,"Prepaid","Basic","Active"
726,"+251767574903","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",23-AUG-23,"Prepaid","Standard","Active"
727,"+251774236314","Habtamu Tadesse","Oromia","East","Adama",30-JUL-25,"Prepaid","Premium","Active"
728,"+251786894147","Imani Mohammed","Amhara","North","Bahir Dar",25-JUN-25,"Prepaid","Business","Active"
729,"+251799817235","Jemal Hussein","Tigray","Central","Mekelle",01-NOV-25,"Prepaid","Student","Active"
730,"+251705532789","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",08-FEB-24,"Postpaid","Basic","Active"
731,"+251716255705","Liya Getahun","Dire Dawa","City","Dire Dawa",17-JUL-23,"Hybrid","Standard","Active"
732,"+251723577317","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",07-OCT-25,"Prepaid","Premium","Active"
733,"+251736871314","Nardos Daniel","Oromia","East","Adama",27-DEC-25,"Prepaid","Business","Active"
734,"+251748334532","Omor Ahmed","Amhara","North","Bahir Dar",19-SEP-25,"Prepaid","Student","Active"
735,"+251758875771","Saba Mesfin","Tigray","Central","Mekelle",15-MAY-23,"Prepaid","Basic","Active"
736,"+251769011794","Tedros Kebede","SNNPR","Gurage","Wolkite",10-NOV-24,"Prepaid","Standard","Active"
737,"+251772439172","Urge Teshome","Dire Dawa","City","Dire Dawa",27-JAN-23,"Prepaid","Premium","Active"
738,"+251782990124","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",18-SEP-23,"Prepaid","Business","Active"
739,"+251798448784","Yordanos Worku","Oromia","East","Adama",11-NOV-23,"Prepaid","Student","Active"
740,"+251705529271","Alemayehu Bekele","Amhara","North","Bahir Dar",27-AUG-22,"Postpaid","Basic","Suspended"
741,"+251718117832","Biruk Tesfaye","Tigray","Central","Mekelle",19-MAY-23,"Hybrid","Standard","Terminated"
742,"+251726606349","Chaltu Girma","SNNPR","Gurage","Wolkite",30-JAN-25,"Prepaid","Premium","Inactive"
743,"+251736521616","Dereje Haile","Dire Dawa","City","Dire Dawa",26-NOV-22,"Prepaid","Business","Active"
744,"+251746662015","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",26-FEB-23,"Prepaid","Student","Active"
745,"+251751167225","Fasil Mengistu","Oromia","East","Adama",02-DEC-23,"Prepaid","Basic","Active"
746,"+251761422270","Genet Abebe","Amhara","North","Bahir Dar",23-SEP-22,"Prepaid","Standard","Active"
747,"+251775291504","Habtamu Tadesse","Tigray","Central","Mekelle",18-APR-23,"Prepaid","Premium","Active"
748,"+251789501071","Imani Mohammed","SNNPR","Gurage","Wolkite",04-MAY-25,"Prepaid","Business","Active"
749,"+251794946861","Jemal Hussein","Dire Dawa","City","Dire Dawa",24-JAN-25,"Prepaid","Student","Active"
750,"+251702888667","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",14-AUG-25,"Postpaid","Basic","Active"
751,"+251714613604","Liya Getahun","Oromia","East","Adama",16-DEC-24,"Hybrid","Standard","Active"
752,"+251723732968","Mulualem Assefa","Amhara","North","Bahir Dar",05-SEP-22,"Prepaid","Premium","Active"
753,"+251739052964","Nardos Daniel","Tigray","Central","Mekelle",11-OCT-22,"Prepaid","Business","Active"
754,"+251746357112","Omor Ahmed","SNNPR","Gurage","Wolkite",05-JUL-23,"Prepaid","Student","Active"
755,"+251752391875","Saba Mesfin","Dire Dawa","City","Dire Dawa",02-JUN-23,"Prepaid","Basic","Active"
756,"+251768620257","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",26-APR-25,"Prepaid","Standard","Active"
757,"+251771743658","Urge Teshome","Oromia","East","Adama",27-APR-23,"Prepaid","Premium","Active"
758,"+251781666038","Wendimu Michael","Amhara","North","Bahir Dar",16-JUL-23,"Prepaid","Business","Active"
759,"+251793716246","Yordanos Worku","Tigray","Central","Mekelle",31-AUG-22,"Prepaid","Student","Active"
760,"+25170899419.","Alemayehu Bekele","SNNPR","Gurage","Wolkite",09-MAY-25,"Postpaid","Basic","Suspended"
761,"+251713751862","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",12-DEC-25,"Hybrid","Standard","Terminated"
762,"+251729517358","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",08-JAN-24,"Prepaid","Premium","Inactive"
763,"+251734355273","Dereje Haile","Oromia","East","Adama",08-JUL-25,"Prepaid","Business","Active"
764,"+251744601646","Eleni Solomon","Amhara","North","Bahir Dar",16-FEB-25,"Prepaid","Student","Active"
765,"+251758624789","Fasil Mengistu","Tigray","Central","Mekelle",10-AUG-24,"Prepaid","Basic","Active"
766,"+251762081958","Genet Abebe","SNNPR","Gurage","Wolkite",21-AUG-23,"Prepaid","Standard","Active"
